run_i,run_j,stable_mask_hash_i,stable_mask_hash_j,jaccard
2,2,52217da89de802703cfc92d35e40ecdd5be45a1af977ef5d4be33892562749a1,52217da89de802703cfc92d35e40ecdd5be45a1af977ef5d4be33892562749a1,1.0
