branch,method,feature,selection_count,selection_frequency
boruta_rf,elastic_net_matched,RNA::AK2,2,0.2
boruta_rf,elastic_net_matched,RNA::ASAP3,10,1.0
boruta_rf,elastic_net_matched,RNA::ATP5EP2,7,0.7
boruta_rf,elastic_net_matched,RNA::ATP6V1C2,2,0.2
boruta_rf,elastic_net_matched,RNA::ATP8B5P,1,0.1
boruta_rf,elastic_net_matched,RNA::B3GNT5,1,0.1
boruta_rf,elastic_net_matched,RNA::C14orf147,1,0.1
boruta_rf,elastic_net_matched,RNA::C15orf21,5,0.5
boruta_rf,elastic_net_matched,RNA::C1orf116,1,0.1
boruta_rf,elastic_net_matched,RNA::C3orf38,2,0.2
boruta_rf,elastic_net_matched,RNA::CA9,3,0.3
boruta_rf,elastic_net_matched,RNA::CARD8,1,0.1
boruta_rf,elastic_net_matched,RNA::CD151,1,0.1
boruta_rf,elastic_net_matched,RNA::CLIC1,1,0.1
boruta_rf,elastic_net_matched,RNA::CNIH4,1,0.1
boruta_rf,elastic_net_matched,RNA::CNPY3,1,0.1
boruta_rf,elastic_net_matched,RNA::CPEB3,1,0.1
boruta_rf,elastic_net_matched,RNA::DNALI1,1,0.1
boruta_rf,elastic_net_matched,RNA::EEF1A1P9,9,0.9
boruta_rf,elastic_net_matched,RNA::FAM120AOS,1,0.1
boruta_rf,elastic_net_matched,RNA::FAM90A7,1,0.1
boruta_rf,elastic_net_matched,RNA::FTHL3,10,1.0
boruta_rf,elastic_net_matched,RNA::GCSH,2,0.2
boruta_rf,elastic_net_matched,RNA::GPR179,1,0.1
boruta_rf,elastic_net_matched,RNA::H3F3C,1,0.1
boruta_rf,elastic_net_matched,RNA::HDAC1,1,0.1
boruta_rf,elastic_net_matched,RNA::HIST1H1C,1,0.1
boruta_rf,elastic_net_matched,RNA::HIST1H2BE,1,0.1
boruta_rf,elastic_net_matched,RNA::HNRNPA3P1,6,0.6
boruta_rf,elastic_net_matched,RNA::ID2B,1,0.1
boruta_rf,elastic_net_matched,RNA::ID4,1,0.1
boruta_rf,elastic_net_matched,RNA::IRF2,1,0.1
boruta_rf,elastic_net_matched,RNA::LOC341056,1,0.1
boruta_rf,elastic_net_matched,RNA::LOC442454,6,0.6
boruta_rf,elastic_net_matched,RNA::LOC613037,1,0.1
boruta_rf,elastic_net_matched,RNA::LOC643387,10,1.0
boruta_rf,elastic_net_matched,RNA::LOC644936,7,0.7
boruta_rf,elastic_net_matched,RNA::LOC728643,8,0.8
boruta_rf,elastic_net_matched,RNA::LSM14A,6,0.6
boruta_rf,elastic_net_matched,RNA::MFSD2B,7,0.7
boruta_rf,elastic_net_matched,RNA::MICAL3,2,0.2
boruta_rf,elastic_net_matched,RNA::MPRIP,5,0.5
boruta_rf,elastic_net_matched,RNA::MRPL36,1,0.1
boruta_rf,elastic_net_matched,RNA::MTX1,1,0.1
boruta_rf,elastic_net_matched,RNA::MYH6,1,0.1
boruta_rf,elastic_net_matched,RNA::MYO18A,1,0.1
boruta_rf,elastic_net_matched,RNA::NACAP1,9,0.9
boruta_rf,elastic_net_matched,RNA::NADK,3,0.3
boruta_rf,elastic_net_matched,RNA::NFIA,7,0.7
boruta_rf,elastic_net_matched,RNA::NOX4,2,0.2
boruta_rf,elastic_net_matched,RNA::PCBP3,2,0.2
boruta_rf,elastic_net_matched,RNA::PDCD5,1,0.1
boruta_rf,elastic_net_matched,RNA::PNPLA1,2,0.2
boruta_rf,elastic_net_matched,RNA::PNRC2,1,0.1
boruta_rf,elastic_net_matched,RNA::PPIA,1,0.1
boruta_rf,elastic_net_matched,RNA::PPIAL4C,8,0.8
boruta_rf,elastic_net_matched,RNA::RAB6C,1,0.1
boruta_rf,elastic_net_matched,RNA::S100A10,1,0.1
boruta_rf,elastic_net_matched,RNA::SCP2,2,0.2
boruta_rf,elastic_net_matched,RNA::SFRS4,1,0.1
boruta_rf,elastic_net_matched,RNA::SHQ1,2,0.2
boruta_rf,elastic_net_matched,RNA::SUMO1P3,1,0.1
boruta_rf,elastic_net_native,RNA::AARS,2,0.2
boruta_rf,elastic_net_native,RNA::ABLIM1,2,0.2
boruta_rf,elastic_net_native,RNA::ACBD5,1,0.1
boruta_rf,elastic_net_native,RNA::ACTL6A,2,0.2
boruta_rf,elastic_net_native,RNA::ACTR3,1,0.1
boruta_rf,elastic_net_native,RNA::AK2,5,0.5
boruta_rf,elastic_net_native,RNA::AKAP6,3,0.3
boruta_rf,elastic_net_native,RNA::ANXA2P1,6,0.6
boruta_rf,elastic_net_native,RNA::ANXA2P2,1,0.1
boruta_rf,elastic_net_native,RNA::ARF4,1,0.1
boruta_rf,elastic_net_native,RNA::ASAP3,10,1.0
boruta_rf,elastic_net_native,RNA::ATP5EP2,9,0.9
boruta_rf,elastic_net_native,RNA::ATP6V1C2,9,0.9
boruta_rf,elastic_net_native,RNA::ATP8B5P,9,0.9
boruta_rf,elastic_net_native,RNA::ATP9A,1,0.1
boruta_rf,elastic_net_native,RNA::B3GNT5,1,0.1
boruta_rf,elastic_net_native,RNA::BFAR,1,0.1
boruta_rf,elastic_net_native,RNA::BOD1,1,0.1
boruta_rf,elastic_net_native,RNA::BRD7,3,0.3
boruta_rf,elastic_net_native,RNA::BZW1,1,0.1
boruta_rf,elastic_net_native,RNA::C12orf48,1,0.1
boruta_rf,elastic_net_native,RNA::C12orf51,3,0.3
boruta_rf,elastic_net_native,RNA::C14orf147,1,0.1
boruta_rf,elastic_net_native,RNA::C15orf21,9,0.9
boruta_rf,elastic_net_native,RNA::C1orf116,2,0.2
boruta_rf,elastic_net_native,RNA::C1orf144,1,0.1
boruta_rf,elastic_net_native,RNA::C22orf46,1,0.1
boruta_rf,elastic_net_native,RNA::C3orf38,5,0.5
boruta_rf,elastic_net_native,RNA::C5orf53,1,0.1
boruta_rf,elastic_net_native,RNA::C5orf62,1,0.1
boruta_rf,elastic_net_native,RNA::CA9,3,0.3
boruta_rf,elastic_net_native,RNA::CAPZA1,2,0.2
boruta_rf,elastic_net_native,RNA::CARD8,1,0.1
boruta_rf,elastic_net_native,RNA::CASP4,1,0.1
boruta_rf,elastic_net_native,RNA::CASP6,1,0.1
boruta_rf,elastic_net_native,RNA::CCDC109B,1,0.1
boruta_rf,elastic_net_native,RNA::CD151,1,0.1
boruta_rf,elastic_net_native,RNA::CDC26,9,0.9
boruta_rf,elastic_net_native,RNA::CEP170L,2,0.2
boruta_rf,elastic_net_native,RNA::CKLF,3,0.3
boruta_rf,elastic_net_native,RNA::CLIC1,6,0.6
boruta_rf,elastic_net_native,RNA::CMC1,3,0.3
boruta_rf,elastic_net_native,RNA::CNIH4,3,0.3
boruta_rf,elastic_net_native,RNA::CNN3,4,0.4
boruta_rf,elastic_net_native,RNA::CNPY3,1,0.1
boruta_rf,elastic_net_native,RNA::COMMD10,1,0.1
boruta_rf,elastic_net_native,RNA::CPEB3,4,0.4
boruta_rf,elastic_net_native,RNA::CTCFL,5,0.5
boruta_rf,elastic_net_native,RNA::DDOST,4,0.4
boruta_rf,elastic_net_native,RNA::DGCR2,1,0.1
boruta_rf,elastic_net_native,RNA::DIP2C,1,0.1
boruta_rf,elastic_net_native,RNA::DNALI1,3,0.3
boruta_rf,elastic_net_native,RNA::DOCK7,2,0.2
boruta_rf,elastic_net_native,RNA::DST,3,0.3
boruta_rf,elastic_net_native,RNA::DSTYK,4,0.4
boruta_rf,elastic_net_native,RNA::DTX4,1,0.1
boruta_rf,elastic_net_native,RNA::DTYMK,1,0.1
boruta_rf,elastic_net_native,RNA::DYNC1H1,5,0.5
boruta_rf,elastic_net_native,RNA::DYNC1I2,1,0.1
boruta_rf,elastic_net_native,RNA::EDARADD,5,0.5
boruta_rf,elastic_net_native,RNA::EEF1A1P9,10,1.0
boruta_rf,elastic_net_native,RNA::EIF3A,2,0.2
boruta_rf,elastic_net_native,RNA::ERP44,1,0.1
boruta_rf,elastic_net_native,RNA::FAF1,1,0.1
boruta_rf,elastic_net_native,RNA::FAM120AOS,1,0.1
boruta_rf,elastic_net_native,RNA::FAM136A,2,0.2
boruta_rf,elastic_net_native,RNA::FAM176B,1,0.1
boruta_rf,elastic_net_native,RNA::FAM71D,8,0.8
boruta_rf,elastic_net_native,RNA::FAM90A7,9,0.9
boruta_rf,elastic_net_native,RNA::FSTL5,1,0.1
boruta_rf,elastic_net_native,RNA::FTHL3,10,1.0
boruta_rf,elastic_net_native,RNA::GBAP1,2,0.2
boruta_rf,elastic_net_native,RNA::GCSH,9,0.9
boruta_rf,elastic_net_native,RNA::GGTLC1,5,0.5
boruta_rf,elastic_net_native,RNA::GLB1,1,0.1
boruta_rf,elastic_net_native,RNA::GNAI3,1,0.1
boruta_rf,elastic_net_native,RNA::GNG5,3,0.3
boruta_rf,elastic_net_native,RNA::GPN1,1,0.1
boruta_rf,elastic_net_native,RNA::GPR137C,1,0.1
boruta_rf,elastic_net_native,RNA::GPR179,1,0.1
boruta_rf,elastic_net_native,RNA::GPX7,7,0.7
boruta_rf,elastic_net_native,RNA::GTF2F2,1,0.1
boruta_rf,elastic_net_native,RNA::GUSBL1,7,0.7
boruta_rf,elastic_net_native,RNA::H3F3C,9,0.9
boruta_rf,elastic_net_native,RNA::HDAC1,6,0.6
boruta_rf,elastic_net_native,RNA::HERC2,2,0.2
boruta_rf,elastic_net_native,RNA::HIST1H1C,1,0.1
boruta_rf,elastic_net_native,RNA::HIST1H2BE,2,0.2
boruta_rf,elastic_net_native,RNA::HMGN5,2,0.2
boruta_rf,elastic_net_native,RNA::HNRNPA3P1,10,1.0
boruta_rf,elastic_net_native,RNA::HNRNPUL2,1,0.1
boruta_rf,elastic_net_native,RNA::HSPA12B,1,0.1
boruta_rf,elastic_net_native,RNA::HTATSF1,2,0.2
boruta_rf,elastic_net_native,RNA::ID2B,1,0.1
boruta_rf,elastic_net_native,RNA::ID4,1,0.1
boruta_rf,elastic_net_native,RNA::IFNGR2,3,0.3
boruta_rf,elastic_net_native,RNA::IK,2,0.2
boruta_rf,elastic_net_native,RNA::IRF2,1,0.1
boruta_rf,elastic_net_native,RNA::KDELR1,2,0.2
boruta_rf,elastic_net_native,RNA::KDELR2,1,0.1
boruta_rf,elastic_net_native,RNA::KIAA0427,1,0.1
boruta_rf,elastic_net_native,RNA::KIAA1409,2,0.2
boruta_rf,elastic_net_native,RNA::KSR1,1,0.1
boruta_rf,elastic_net_native,RNA::KTI12,1,0.1
boruta_rf,elastic_net_native,RNA::LDHA,4,0.4
boruta_rf,elastic_net_native,RNA::LNPEP,1,0.1
boruta_rf,elastic_net_native,RNA::LOC100130776,2,0.2
boruta_rf,elastic_net_native,RNA::LOC284232,3,0.3
boruta_rf,elastic_net_native,RNA::LOC341056,9,0.9
boruta_rf,elastic_net_native,RNA::LOC389705,1,0.1
boruta_rf,elastic_net_native,RNA::LOC407835,8,0.8
boruta_rf,elastic_net_native,RNA::LOC442454,9,0.9
boruta_rf,elastic_net_native,RNA::LOC541471,2,0.2
boruta_rf,elastic_net_native,RNA::LOC613037,1,0.1
boruta_rf,elastic_net_native,RNA::LOC643387,10,1.0
boruta_rf,elastic_net_native,RNA::LOC644936,9,0.9
boruta_rf,elastic_net_native,RNA::LOC645332,1,0.1
boruta_rf,elastic_net_native,RNA::LOC650368,1,0.1
boruta_rf,elastic_net_native,RNA::LOC728643,10,1.0
boruta_rf,elastic_net_native,RNA::LOC728758,1,0.1
boruta_rf,elastic_net_native,RNA::LOX,1,0.1
boruta_rf,elastic_net_native,RNA::LRRC37A4,2,0.2
boruta_rf,elastic_net_native,RNA::LRRC42,3,0.3
boruta_rf,elastic_net_native,RNA::LRRTM4,5,0.5
boruta_rf,elastic_net_native,RNA::LSM14A,9,0.9
boruta_rf,elastic_net_native,RNA::LYPLA1,5,0.5
boruta_rf,elastic_net_native,RNA::MADD,2,0.2
boruta_rf,elastic_net_native,RNA::MAGOH,2,0.2
boruta_rf,elastic_net_native,RNA::MEOX2,1,0.1
boruta_rf,elastic_net_native,RNA::MFSD2B,10,1.0
boruta_rf,elastic_net_native,RNA::MICAL3,3,0.3
boruta_rf,elastic_net_native,RNA::MLLT6,1,0.1
boruta_rf,elastic_net_native,RNA::MPRIP,10,1.0
boruta_rf,elastic_net_native,RNA::MRPL36,1,0.1
boruta_rf,elastic_net_native,RNA::MTMR12,1,0.1
boruta_rf,elastic_net_native,RNA::MTX1,1,0.1
boruta_rf,elastic_net_native,RNA::MUM1L1,1,0.1
boruta_rf,elastic_net_native,RNA::MYH6,2,0.2
boruta_rf,elastic_net_native,RNA::MYO18A,5,0.5
boruta_rf,elastic_net_native,RNA::NACA2,5,0.5
boruta_rf,elastic_net_native,RNA::NACAP1,10,1.0
boruta_rf,elastic_net_native,RNA::NADK,8,0.8
boruta_rf,elastic_net_native,RNA::NALCN,2,0.2
boruta_rf,elastic_net_native,RNA::NBPF7,1,0.1
boruta_rf,elastic_net_native,RNA::NCRNA00152,6,0.6
boruta_rf,elastic_net_native,RNA::NFIA,7,0.7
boruta_rf,elastic_net_native,RNA::NOX4,3,0.3
boruta_rf,elastic_net_native,RNA::NPLOC4,1,0.1
boruta_rf,elastic_net_native,RNA::NUP37,2,0.2
boruta_rf,elastic_net_native,RNA::OPN1SW,1,0.1
boruta_rf,elastic_net_native,RNA::OSTC,5,0.5
boruta_rf,elastic_net_native,RNA::PA2G4P4,8,0.8
boruta_rf,elastic_net_native,RNA::PAIP1,2,0.2
boruta_rf,elastic_net_native,RNA::PCBP3,2,0.2
boruta_rf,elastic_net_native,RNA::PDCD5,1,0.1
boruta_rf,elastic_net_native,RNA::PIGC,4,0.4
boruta_rf,elastic_net_native,RNA::PMS2L2,4,0.4
boruta_rf,elastic_net_native,RNA::PNPLA1,2,0.2
boruta_rf,elastic_net_native,RNA::PNRC2,1,0.1
boruta_rf,elastic_net_native,RNA::PPIA,5,0.5
boruta_rf,elastic_net_native,RNA::PPIAL4C,8,0.8
boruta_rf,elastic_net_native,RNA::PRDX4,3,0.3
boruta_rf,elastic_net_native,RNA::PRKCG,1,0.1
boruta_rf,elastic_net_native,RNA::PVT1,1,0.1
boruta_rf,elastic_net_native,RNA::RAB6C,7,0.7
boruta_rf,elastic_net_native,RNA::RAN,3,0.3
boruta_rf,elastic_net_native,RNA::RAP1B,1,0.1
boruta_rf,elastic_net_native,RNA::RASGRF1,1,0.1
boruta_rf,elastic_net_native,RNA::REXO2,2,0.2
boruta_rf,elastic_net_native,RNA::RGPD4,1,0.1
boruta_rf,elastic_net_native,RNA::RHOC,2,0.2
boruta_rf,elastic_net_native,RNA::RPF1,2,0.2
boruta_rf,elastic_net_native,RNA::RPL12,1,0.1
boruta_rf,elastic_net_native,RNA::RPL13A,1,0.1
boruta_rf,elastic_net_native,RNA::RPL13AP3,7,0.7
boruta_rf,elastic_net_native,RNA::RPL17,2,0.2
boruta_rf,elastic_net_native,RNA::RPL23P8,3,0.3
boruta_rf,elastic_net_native,RNA::RRM2,1,0.1
boruta_rf,elastic_net_native,RNA::S100A10,1,0.1
boruta_rf,elastic_net_native,RNA::SBF1,1,0.1
boruta_rf,elastic_net_native,RNA::SCP2,2,0.2
boruta_rf,elastic_net_native,RNA::SEPHS2,1,0.1
boruta_rf,elastic_net_native,RNA::SFRS4,1,0.1
boruta_rf,elastic_net_native,RNA::SHQ1,3,0.3
boruta_rf,elastic_net_native,RNA::SLC6A10P,2,0.2
boruta_rf,elastic_net_native,RNA::SNRNP40,1,0.1
boruta_rf,elastic_net_native,RNA::SPCS2,1,0.1
boruta_rf,elastic_net_native,RNA::SPTAN1,2,0.2
boruta_rf,elastic_net_native,RNA::SUMO1P3,3,0.3
boruta_rf,elastic_net_native,RNA::SYNPO2,2,0.2
boruta_rf,elastic_net_native,RNA::SYT11,1,0.1
boruta_rf,elastic_net_native,RNA::TOP1P2,1,0.1
boruta_rf,elastic_net_native,RNA::TXLNA,1,0.1
boruta_rf,elastic_net_native,RNA::UBE2MP1,1,0.1
boruta_rf,elastic_net_native,RNA::WBP11P1,1,0.1
boruta_rf,elastic_net_native,RNA::WDR77,1,0.1
boruta_rf,elastic_net_native,RNA::ZCCHC9,1,0.1
boruta_rf,random_bank_rep_01,RNA::AK2,1,0.1
boruta_rf,random_bank_rep_01,RNA::AKAP6,1,0.1
boruta_rf,random_bank_rep_01,RNA::ANXA2P1,1,0.1
boruta_rf,random_bank_rep_01,RNA::ASAP3,1,0.1
boruta_rf,random_bank_rep_01,RNA::ATP5EP2,5,0.5
boruta_rf,random_bank_rep_01,RNA::ATP6V1C2,3,0.3
boruta_rf,random_bank_rep_01,RNA::ATP8B5P,4,0.4
boruta_rf,random_bank_rep_01,RNA::ATP9A,1,0.1
boruta_rf,random_bank_rep_01,RNA::B3GNT5,1,0.1
boruta_rf,random_bank_rep_01,RNA::BAGE2,2,0.2
boruta_rf,random_bank_rep_01,RNA::BZW1,1,0.1
boruta_rf,random_bank_rep_01,RNA::C10orf4,1,0.1
boruta_rf,random_bank_rep_01,RNA::C12orf51,2,0.2
boruta_rf,random_bank_rep_01,RNA::C15orf21,1,0.1
boruta_rf,random_bank_rep_01,RNA::C3orf38,1,0.1
boruta_rf,random_bank_rep_01,RNA::CA9,2,0.2
boruta_rf,random_bank_rep_01,RNA::CAPZA1,1,0.1
boruta_rf,random_bank_rep_01,RNA::CASP4,1,0.1
boruta_rf,random_bank_rep_01,RNA::CCDC109B,2,0.2
boruta_rf,random_bank_rep_01,RNA::CD58,1,0.1
boruta_rf,random_bank_rep_01,RNA::CDC26,2,0.2
boruta_rf,random_bank_rep_01,RNA::CEP170L,2,0.2
boruta_rf,random_bank_rep_01,RNA::CKLF,3,0.3
boruta_rf,random_bank_rep_01,RNA::CLIC1,2,0.2
boruta_rf,random_bank_rep_01,RNA::CMC1,1,0.1
boruta_rf,random_bank_rep_01,RNA::CNIH4,2,0.2
boruta_rf,random_bank_rep_01,RNA::CNN3,3,0.3
boruta_rf,random_bank_rep_01,RNA::COMMD10,1,0.1
boruta_rf,random_bank_rep_01,RNA::CPEB3,1,0.1
boruta_rf,random_bank_rep_01,RNA::CTCFL,1,0.1
boruta_rf,random_bank_rep_01,RNA::DDOST,1,0.1
boruta_rf,random_bank_rep_01,RNA::DIP2C,1,0.1
boruta_rf,random_bank_rep_01,RNA::DNALI1,1,0.1
boruta_rf,random_bank_rep_01,RNA::DPYD,1,0.1
boruta_rf,random_bank_rep_01,RNA::DST,1,0.1
boruta_rf,random_bank_rep_01,RNA::DYNC1H1,3,0.3
boruta_rf,random_bank_rep_01,RNA::DYNC1I2,1,0.1
boruta_rf,random_bank_rep_01,RNA::EDARADD,2,0.2
boruta_rf,random_bank_rep_01,RNA::EEF1A1P9,1,0.1
boruta_rf,random_bank_rep_01,RNA::FAM71D,2,0.2
boruta_rf,random_bank_rep_01,RNA::FAM90A7,4,0.4
boruta_rf,random_bank_rep_01,RNA::FTHL3,3,0.3
boruta_rf,random_bank_rep_01,RNA::GBAP1,1,0.1
boruta_rf,random_bank_rep_01,RNA::GCSH,3,0.3
boruta_rf,random_bank_rep_01,RNA::GNAO1,1,0.1
boruta_rf,random_bank_rep_01,RNA::GPN1,1,0.1
boruta_rf,random_bank_rep_01,RNA::GPX7,2,0.2
boruta_rf,random_bank_rep_01,RNA::GTF2F2,1,0.1
boruta_rf,random_bank_rep_01,RNA::GUSBL1,1,0.1
boruta_rf,random_bank_rep_01,RNA::H3F3C,1,0.1
boruta_rf,random_bank_rep_01,RNA::HERC2,1,0.1
boruta_rf,random_bank_rep_01,RNA::HIST1H2BE,1,0.1
boruta_rf,random_bank_rep_01,RNA::HMGN5,2,0.2
boruta_rf,random_bank_rep_01,RNA::HNRNPA3P1,2,0.2
boruta_rf,random_bank_rep_01,RNA::HTATSF1,1,0.1
boruta_rf,random_bank_rep_01,RNA::IFNGR2,1,0.1
boruta_rf,random_bank_rep_01,RNA::IGFBP2,1,0.1
boruta_rf,random_bank_rep_01,RNA::IKBIP,1,0.1
boruta_rf,random_bank_rep_01,RNA::IRF2,1,0.1
boruta_rf,random_bank_rep_01,RNA::KDELR1,1,0.1
boruta_rf,random_bank_rep_01,RNA::KDELR2,1,0.1
boruta_rf,random_bank_rep_01,RNA::KIAA1409,3,0.3
boruta_rf,random_bank_rep_01,RNA::KTI12,1,0.1
boruta_rf,random_bank_rep_01,RNA::LOC100130776,2,0.2
boruta_rf,random_bank_rep_01,RNA::LOC284232,2,0.2
boruta_rf,random_bank_rep_01,RNA::LOC341056,2,0.2
boruta_rf,random_bank_rep_01,RNA::LOC399744,1,0.1
boruta_rf,random_bank_rep_01,RNA::LOC407835,2,0.2
boruta_rf,random_bank_rep_01,RNA::LOC442454,2,0.2
boruta_rf,random_bank_rep_01,RNA::LOC541471,3,0.3
boruta_rf,random_bank_rep_01,RNA::LOC643387,1,0.1
boruta_rf,random_bank_rep_01,RNA::LOC645332,1,0.1
boruta_rf,random_bank_rep_01,RNA::LOC650368,1,0.1
boruta_rf,random_bank_rep_01,RNA::LOC728643,2,0.2
boruta_rf,random_bank_rep_01,RNA::LRRC37A4,1,0.1
boruta_rf,random_bank_rep_01,RNA::LRRC42,2,0.2
boruta_rf,random_bank_rep_01,RNA::LYPLA1,3,0.3
boruta_rf,random_bank_rep_01,RNA::MADD,1,0.1
boruta_rf,random_bank_rep_01,RNA::MFSD2B,1,0.1
boruta_rf,random_bank_rep_01,RNA::MICAL3,1,0.1
boruta_rf,random_bank_rep_01,RNA::MPRIP,1,0.1
boruta_rf,random_bank_rep_01,RNA::MYO18A,1,0.1
boruta_rf,random_bank_rep_01,RNA::NACAP1,2,0.2
boruta_rf,random_bank_rep_01,RNA::NADK,2,0.2
boruta_rf,random_bank_rep_01,RNA::NALCN,1,0.1
boruta_rf,random_bank_rep_01,RNA::NBPF7,1,0.1
boruta_rf,random_bank_rep_01,RNA::NCRNA00152,1,0.1
boruta_rf,random_bank_rep_01,RNA::NFIA,1,0.1
boruta_rf,random_bank_rep_01,RNA::OSTC,3,0.3
boruta_rf,random_bank_rep_01,RNA::PA2G4P4,2,0.2
boruta_rf,random_bank_rep_01,RNA::PAIP1,1,0.1
boruta_rf,random_bank_rep_01,RNA::PCBP3,2,0.2
boruta_rf,random_bank_rep_01,RNA::PIGC,2,0.2
boruta_rf,random_bank_rep_01,RNA::PIP4K2B,1,0.1
boruta_rf,random_bank_rep_01,RNA::PMS2L2,2,0.2
boruta_rf,random_bank_rep_01,RNA::PNPLA1,2,0.2
boruta_rf,random_bank_rep_01,RNA::PPIA,3,0.3
boruta_rf,random_bank_rep_01,RNA::PRDX4,2,0.2
boruta_rf,random_bank_rep_01,RNA::PRKCA,1,0.1
boruta_rf,random_bank_rep_01,RNA::PTTG1,1,0.1
boruta_rf,random_bank_rep_01,RNA::RAB6C,2,0.2
boruta_rf,random_bank_rep_01,RNA::RAN,1,0.1
boruta_rf,random_bank_rep_01,RNA::RPF1,1,0.1
boruta_rf,random_bank_rep_01,RNA::RPL12,2,0.2
boruta_rf,random_bank_rep_01,RNA::RPL13AP3,4,0.4
boruta_rf,random_bank_rep_01,RNA::RPL23P8,2,0.2
boruta_rf,random_bank_rep_01,RNA::RPS27A,1,0.1
boruta_rf,random_bank_rep_01,RNA::SDF4,1,0.1
boruta_rf,random_bank_rep_01,RNA::SPCS2,1,0.1
boruta_rf,random_bank_rep_01,RNA::SPTAN1,1,0.1
boruta_rf,random_bank_rep_01,RNA::SUMO1P3,2,0.2
boruta_rf,random_bank_rep_01,RNA::SYT11,1,0.1
boruta_rf,random_bank_rep_01,RNA::TXLNA,1,0.1
boruta_rf,random_bank_rep_02,RNA::AARS,1,0.1
boruta_rf,random_bank_rep_02,RNA::ABLIM1,1,0.1
boruta_rf,random_bank_rep_02,RNA::ACBD5,1,0.1
boruta_rf,random_bank_rep_02,RNA::ACTL6A,1,0.1
boruta_rf,random_bank_rep_02,RNA::AK2,2,0.2
boruta_rf,random_bank_rep_02,RNA::AKAP6,1,0.1
boruta_rf,random_bank_rep_02,RNA::ANXA2P1,2,0.2
boruta_rf,random_bank_rep_02,RNA::ASAP3,4,0.4
boruta_rf,random_bank_rep_02,RNA::ATP5EP2,1,0.1
boruta_rf,random_bank_rep_02,RNA::ATP6V1C2,1,0.1
boruta_rf,random_bank_rep_02,RNA::ATP8B5P,4,0.4
boruta_rf,random_bank_rep_02,RNA::ATP9A,1,0.1
boruta_rf,random_bank_rep_02,RNA::BRD7,1,0.1
boruta_rf,random_bank_rep_02,RNA::C12orf48,1,0.1
boruta_rf,random_bank_rep_02,RNA::C15orf21,2,0.2
boruta_rf,random_bank_rep_02,RNA::C1orf116,2,0.2
boruta_rf,random_bank_rep_02,RNA::C1orf144,2,0.2
boruta_rf,random_bank_rep_02,RNA::C22orf46,1,0.1
boruta_rf,random_bank_rep_02,RNA::C2orf28,1,0.1
boruta_rf,random_bank_rep_02,RNA::C3orf38,1,0.1
boruta_rf,random_bank_rep_02,RNA::CASP3,1,0.1
boruta_rf,random_bank_rep_02,RNA::CASP6,2,0.2
boruta_rf,random_bank_rep_02,RNA::CCDC109B,2,0.2
boruta_rf,random_bank_rep_02,RNA::CDC26,5,0.5
boruta_rf,random_bank_rep_02,RNA::CEP170L,2,0.2
boruta_rf,random_bank_rep_02,RNA::CLIC1,1,0.1
boruta_rf,random_bank_rep_02,RNA::CNPY3,1,0.1
boruta_rf,random_bank_rep_02,RNA::COMMD10,3,0.3
boruta_rf,random_bank_rep_02,RNA::CPEB3,2,0.2
boruta_rf,random_bank_rep_02,RNA::CTCFL,1,0.1
boruta_rf,random_bank_rep_02,RNA::DGCR2,1,0.1
boruta_rf,random_bank_rep_02,RNA::DNALI1,1,0.1
boruta_rf,random_bank_rep_02,RNA::DOCK7,4,0.4
boruta_rf,random_bank_rep_02,RNA::DYNC1H1,3,0.3
boruta_rf,random_bank_rep_02,RNA::DYNC1I2,1,0.1
boruta_rf,random_bank_rep_02,RNA::EDARADD,3,0.3
boruta_rf,random_bank_rep_02,RNA::EEF1A1P9,2,0.2
boruta_rf,random_bank_rep_02,RNA::EIF3A,2,0.2
boruta_rf,random_bank_rep_02,RNA::ERP44,1,0.1
boruta_rf,random_bank_rep_02,RNA::FAM71D,2,0.2
boruta_rf,random_bank_rep_02,RNA::FAM90A7,4,0.4
boruta_rf,random_bank_rep_02,RNA::FSTL5,1,0.1
boruta_rf,random_bank_rep_02,RNA::FTHL3,2,0.2
boruta_rf,random_bank_rep_02,RNA::GBAP1,2,0.2
boruta_rf,random_bank_rep_02,RNA::GCSH,2,0.2
boruta_rf,random_bank_rep_02,RNA::GGTLC1,2,0.2
boruta_rf,random_bank_rep_02,RNA::GNG5,1,0.1
boruta_rf,random_bank_rep_02,RNA::GPN1,2,0.2
boruta_rf,random_bank_rep_02,RNA::GPR179,1,0.1
boruta_rf,random_bank_rep_02,RNA::GUSBL1,1,0.1
boruta_rf,random_bank_rep_02,RNA::H3F3C,4,0.4
boruta_rf,random_bank_rep_02,RNA::HERC2,1,0.1
boruta_rf,random_bank_rep_02,RNA::HIST1H1C,1,0.1
boruta_rf,random_bank_rep_02,RNA::HNRNPA3P1,3,0.3
boruta_rf,random_bank_rep_02,RNA::IFNGR2,1,0.1
boruta_rf,random_bank_rep_02,RNA::KIAA0427,1,0.1
boruta_rf,random_bank_rep_02,RNA::KTI12,1,0.1
boruta_rf,random_bank_rep_02,RNA::LDHA,3,0.3
boruta_rf,random_bank_rep_02,RNA::LOC100130776,2,0.2
boruta_rf,random_bank_rep_02,RNA::LOC284232,2,0.2
boruta_rf,random_bank_rep_02,RNA::LOC341056,2,0.2
boruta_rf,random_bank_rep_02,RNA::LOC407835,2,0.2
boruta_rf,random_bank_rep_02,RNA::LOC442454,1,0.1
boruta_rf,random_bank_rep_02,RNA::LOC541471,1,0.1
