branch,current_method,comparator,metric,difference,ci_low,ci_high,bootstrap_resamples
boruta_rf,regret_constrained_medoid,rfecv_only,macro_f1,-0.016010390387382167,-0.045129119554739514,0.010572957582535406,2000
boruta_rf,regret_constrained_medoid,elastic_net_native,macro_ovr_auroc,-0.010790814843011254,-0.019870879585129946,-0.001157608753869004,2000
boruta_rf,regret_constrained_medoid,elastic_net_native,macro_auprc,-0.012681459156201114,-0.026725425228967103,0.0021902312092209448,2000
boruta_rf,regret_constrained_medoid,elastic_net_native,balanced_accuracy,-0.006308525019018019,-0.024672718242566612,0.011621450873189052,2000
boruta_rf,regret_constrained_medoid,elastic_net_native,accuracy,-0.004073319755600879,-0.024439918533604943,0.015300407331975494,2000
boruta_rf,regret_constrained_medoid,elastic_net_native,macro_f1,-0.013695869733179045,-0.03299106927757642,0.00498088613920867,2000
boruta_rf,regret_constrained_medoid,elastic_net_matched,macro_ovr_auroc,-0.01093161540326748,-0.02359793482448217,0.0024304938202230355,2000
boruta_rf,regret_constrained_medoid,elastic_net_matched,macro_auprc,-0.013197542605211554,-0.03343642807902116,0.007862039789686298,2000
boruta_rf,regret_constrained_medoid,elastic_net_matched,balanced_accuracy,-0.012498837024753517,-0.03694039683451829,0.012511626331948763,2000
boruta_rf,regret_constrained_medoid,elastic_net_matched,accuracy,-0.008146639511201648,-0.03462321792260692,0.0193482688391039,2000
boruta_rf,regret_constrained_medoid,elastic_net_matched,macro_f1,-0.020996182842829336,-0.046211578252979585,0.004614867856634199,2000
boruta_rf,regret_constrained_medoid,stability_native,macro_ovr_auroc,-0.006619674076441595,-0.01790458445798809,0.005669774049209007,2000
boruta_rf,regret_constrained_medoid,stability_native,macro_auprc,-0.008644698298504672,-0.026070915140378695,0.01053224883953341,2000
boruta_rf,regret_constrained_medoid,stability_native,balanced_accuracy,-0.00782819161453796,-0.0293366149758374,0.014102836428215644,2000
boruta_rf,regret_constrained_medoid,stability_native,accuracy,-0.003054989816700604,-0.02647657841140527,0.020366598778003956,2000
boruta_rf,regret_constrained_medoid,stability_native,macro_f1,-0.015992457674221416,-0.039637491725982577,0.00705097168253334,2000
boruta_rf,regret_constrained_medoid,stability_matched,macro_ovr_auroc,-0.012836884962438067,-0.025951604464050145,0.0012408095703962522,2000
boruta_rf,regret_constrained_medoid,stability_matched,macro_auprc,-0.018220621846042562,-0.038371221956793815,0.004067309131308785,2000
boruta_rf,regret_constrained_medoid,stability_matched,balanced_accuracy,-0.019236705140624255,-0.041961518517302294,0.0029283819320166118,2000
boruta_rf,regret_constrained_medoid,stability_matched,accuracy,-0.018329938900203624,-0.04276985743380857,0.005117107942973406,2000
boruta_rf,regret_constrained_medoid,stability_matched,macro_f1,-0.025641053619774423,-0.050364589714314185,-0.002028391238046875,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_01,macro_ovr_auroc,-0.0027538212722713062,-0.01396720780033441,0.009206748443870537,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_01,macro_auprc,-0.008495073269205289,-0.025951688661957847,0.012329655036047625,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_01,balanced_accuracy,0.010355131594069755,-0.010510293015033773,0.030865092819106602,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_01,accuracy,0.018329938900203624,-0.005091649694501044,0.04175152749490829,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_01,macro_f1,0.0012290316089725861,-0.019637077261609397,0.021422435115380004,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_02,macro_ovr_auroc,-0.002820811241959209,-0.014687685196366118,0.009122205144057337,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_02,macro_auprc,-0.006424838269134314,-0.024240068910328285,0.013476038964311373,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_02,balanced_accuracy,0.004527941506449751,-0.017124605272519248,0.026395040115805072,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_02,accuracy,0.010183299389002087,-0.012245417515275027,0.033604887983706755,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_02,macro_f1,-0.004121281874586047,-0.02709204888353453,0.01883136683803665,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_03,macro_ovr_auroc,-0.010910050358382328,-0.023707251563269534,0.0011359628532228877,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_03,macro_auprc,-0.013607749914092304,-0.032979223061693125,0.005539645013910281,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_03,balanced_accuracy,-0.02396974075229452,-0.047752461402903915,-0.00029267298230635855,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_03,accuracy,-0.0193482688391039,-0.044806517311609007,0.006135437881873681,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_03,macro_f1,-0.0334008155217671,-0.05797860286442938,-0.00867057498912724,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_04,macro_ovr_auroc,-0.004300762490704324,-0.015598870350658234,0.007656662150927987,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_04,macro_auprc,-0.0008228562356661362,-0.0192347186316487,0.0179612025002086,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_04,balanced_accuracy,-0.0038099069072520253,-0.0254146725061706,0.01802823019795215,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_04,accuracy,0.0020366598778003286,-0.022403258655804392,0.02647657841140527,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_04,macro_f1,-0.013795443879235703,-0.03674881318132199,0.008342541745851471,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_05,macro_ovr_auroc,-0.0005128570266985655,-0.011911634872614036,0.011218047881563364,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_05,macro_auprc,0.007680148482542615,-0.010056127958183416,0.024680883457427243,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_05,balanced_accuracy,-0.0050592159631350775,-0.027286303298471527,0.016773024173466537,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_05,accuracy,-0.0010183299389001643,-0.02446537678207744,0.02242871690427687,2000
boruta_rf,regret_constrained_medoid,random_bank_rep_05,macro_f1,-0.013708864025740009,-0.03716809988555689,0.009576623831387776,2000
