outer_repeat,outer_fold,branch,method,n_features,macro_ovr_auroc,macro_auprc,balanced_accuracy,accuracy,macro_f1
1,3,xgboost,random_bank_rep_02,20,0.8066201278082082,0.6459407433959722,0.5757575757575757,0.5408163265306123,0.5625974946117481
1,3,xgboost,random_bank_rep_03,20,0.8042397811167161,0.644369463278261,0.6318181818181817,0.6122448979591837,0.6219724597585513
1,3,xgboost,random_bank_rep_04,20,0.7997367699380084,0.6384575019436274,0.6148601398601398,0.6020408163265306,0.6115533408998489
1,3,xgboost,random_bank_rep_05,20,0.8541338305657191,0.7270118253495212,0.6686480186480187,0.6428571428571429,0.6772199820788531
1,3,boruta_rf,elastic_net_native,83,0.8183618754826185,0.65669606558882,0.6106060606060606,0.5816326530612245,0.6140029325513197
1,3,boruta_rf,elastic_net_matched,21,0.8112076648841354,0.6376442320317335,0.6499999999999999,0.6224489795918368,0.6503663003663003
1,3,boruta_rf,stability_native,48,0.7997816489496056,0.6531128981897776,0.6136363636363636,0.5816326530612245,0.6181515616999489
1,3,boruta_rf,stability_matched,21,0.8156969642844255,0.6589280984855537,0.6446969696969698,0.6122448979591837,0.6482776089159068
1,3,boruta_rf,random_bank_rep_01,21,0.8235833116831568,0.6577668628243334,0.6174242424242424,0.5816326530612245,0.6222644778739157
1,3,boruta_rf,random_bank_rep_02,21,0.8389594474153298,0.6958752469725861,0.6613636363636364,0.6326530612244898,0.6637188416422288
1,3,boruta_rf,random_bank_rep_03,21,0.8255884337540684,0.6749805413967216,0.6606060606060606,0.6224489795918368,0.6651148871080371
1,3,boruta_rf,random_bank_rep_04,21,0.8096283296167197,0.6572032073760204,0.6106060606060606,0.5816326530612245,0.6119868035190615
1,3,boruta_rf,random_bank_rep_05,21,0.8034188785930272,0.6312803911757279,0.6196969696969697,0.5816326530612245,0.6239737274220032
1,4,svm_l1,elastic_net_native,78,0.8081895765404011,0.6558709102880456,0.630150833674072,0.6020408163265306,0.6022720030590785
1,4,svm_l1,elastic_net_matched,16,0.7875292773193823,0.6179041658215947,0.6231089000954069,0.5816326530612245,0.6220586129540355
1,4,svm_l1,stability_native,60,0.8186620675676148,0.6691085883382066,0.6225750760983144,0.5918367346938775,0.5976438492063493
1,4,svm_l1,stability_matched,16,0.7840187249032826,0.6351528155717319,0.6059243105719867,0.5510204081632653,0.6060981781376518
1,4,svm_l1,random_bank_rep_01,16,0.8258846450900424,0.6821404023925497,0.6488119576575349,0.6122448979591837,0.6267342032967034
