method,method_label,metric,metric_label,delta_full_medoid_minus_rfecv,ci_low,ci_high,n_bootstrap,bootstrap_seed,threshold
svm_l1,SVM-L1,roc_auc,AUROC,0.01891252955082745,-0.0648108747044917,0.10213947990543722,2000,42,0.5
svm_l1,SVM-L1,auprc,AUPRC,0.02557500309963201,-0.07306299197637471,0.12700302734943364,2000,42,0.5
svm_l1,SVM-L1,balanced_accuracy,Balanced accuracy,0.011583924349881758,-0.08606382978723405,0.0990543735224586,2000,42,0.5
xgboost,XGBoost,roc_auc,AUROC,0.027423167848699803,-0.05061465721040196,0.10686761229314419,2000,42,0.5
xgboost,XGBoost,auprc,AUPRC,0.0036540451734332624,-0.07480219330100338,0.10369415540197287,2000,42,0.5
xgboost,XGBoost,balanced_accuracy,Balanced accuracy,0.05271867612293135,-0.02269503546099283,0.13830969267139476,2000,42,0.5
boruta_rf,Boruta-RF,roc_auc,AUROC,0.012765957446808529,-0.05297872340425529,0.07848699763593381,2000,42,0.5
boruta_rf,Boruta-RF,auprc,AUPRC,0.03537642728657964,-0.05581398552682728,0.12950185783310184,2000,42,0.5
boruta_rf,Boruta-RF,balanced_accuracy,Balanced accuracy,0.0009456264775413725,-0.06382978723404253,0.06572104018912528,2000,42,0.5
