run_i,run_j,stable_mask_hash_i,stable_mask_hash_j,jaccard
0,0,562caa9e8d5898eb3ff7519e8f397da942d6baad6a2c56ccb53129c7dc29d8b3,562caa9e8d5898eb3ff7519e8f397da942d6baad6a2c56ccb53129c7dc29d8b3,1.0
