view,branch,feature,selected_seed_count,selection_frequency,in_locked_signature
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__glrlm__LongRunHighGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HLH__glcm__ClusterTendency,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__gldm__SmallDependenceLowGrayLevelEmphasis,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__original__glcm__JointEnergy,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-2-0-mm-3D__glcm__Idn,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-2-0-mm-3D__glcm__Correlation,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-5-0-mm-3D__firstorder__RootMeanSquared,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glszm__LowGrayLevelZoneEmphasis,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HLH__gldm__DependenceVariance,3,0.6,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glszm__SizeZoneNonUniformityNormalized,4,0.8,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__glcm__MaximumProbability,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__original__glcm__Imc2,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glcm__Imc1,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glcm__ClusterTendency,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__gldm__DependenceNonUniformityNormalized,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__original__glszm__LargeAreaEmphasis,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-2-0-mm-3D__firstorder__Energy,3,0.6,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__glcm__Idmn,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__gradient__firstorder__Range,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__logarithm__glcm__InverseVariance,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__firstorder__Minimum,3,0.6,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-2-0-mm-3D__gldm__DependenceVariance,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__square__glrlm__RunLengthNonUniformityNormalized,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-3-0-mm-3D__glcm__MaximumProbability,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-3-0-mm-3D__glrlm__ShortRunLowGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-3-0-mm-3D__gldm__DependenceVariance,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__firstorder__Kurtosis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__firstorder__10Percentile,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHL__glrlm__RunEntropy,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__squareroot__glrlm__RunEntropy,3,0.6,True
stable_1346,xgboost,t1ce__tumorcore__squareroot__gldm__GrayLevelNonUniformity,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHL__gldm__LargeDependenceHighGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__glcm__MCC,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHL__glcm__Correlation,3,0.6,False
stable_1346,xgboost,t1ce__tumorcore__logarithm__glszm__GrayLevelVariance,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLH__glszm__SmallAreaEmphasis,3,0.6,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glcm__Idmn,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HLH__glcm__Correlation,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-3-0-mm-3D__firstorder__InterquartileRange,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__glrlm__LongRunLowGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLH__firstorder__Kurtosis,3,0.6,True
stable_1346,xgboost,t1ce__tumorcore__logarithm__ngtdm__Contrast,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-4-0-mm-3D__glrlm__RunEntropy,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__firstorder__90Percentile,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__squareroot__firstorder__Range,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HLL__glszm__SizeZoneNonUniformityNormalized,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__glcm__Idmn,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HLL__glszm__ZoneEntropy,3,0.6,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glcm__Imc2,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__square__gldm__DependenceVariance,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__logarithm__gldm__SmallDependenceLowGrayLevelEmphasis,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glrlm__RunLengthNonUniformityNormalized,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-1-0-mm-3D__firstorder__Range,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__square__gldm__DependenceEntropy,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHL__gldm__LowGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LLL__gldm__LargeDependenceLowGrayLevelEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-4-0-mm-3D__glrlm__LongRunLowGrayLevelEmphasis,1,0.2,True
stable_1346,xgboost,t1ce__tumorcore__wavelet-HHH__glrlm__LowGrayLevelRunEmphasis,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-3-0-mm-3D__glrlm__LongRunEmphasis,2,0.4,True
stable_1346,xgboost,t1ce__tumorcore__log-sigma-4-0-mm-3D__firstorder__Maximum,1,0.2,False
stable_1346,xgboost,t1ce__tumorcore__log-sigma-2-0-mm-3D__glszm__LowGrayLevelZoneEmphasis,2,0.4,False
stable_1346,xgboost,t1ce__tumorcore__wavelet-LHH__glrlm__RunLengthNonUniformityNormalized,1,0.2,False
stable_1346,boruta_rf,t1ce__tumorcore__squareroot__glcm__ClusterProminence,3,0.6,False
stable_1346,boruta_rf,t1ce__tumorcore__wavelet-LHL__firstorder__Maximum,5,1.0,True
stable_1346,boruta_rf,t1ce__tumorcore__wavelet-LLH__firstorder__Kurtosis,5,1.0,True
stable_1346,boruta_rf,t1ce__tumorcore__wavelet-LLL__firstorder__Minimum,5,1.0,True
stable_1346,boruta_rf,t1ce__tumorcore__wavelet-LLL__gldm__LargeDependenceHighGrayLevelEmphasis,4,0.8,True
stable_1346,boruta_rf,t1ce__tumorcore__wavelet-LLL__glrlm__LongRunHighGrayLevelEmphasis,4,0.8,True
