run_i,run_j,stable_mask_hash_i,stable_mask_hash_j,jaccard
1,1,39d8295419d32d89a1d2486f60f8c0954df445c513180e92382d0e831b12e790,39d8295419d32d89a1d2486f60f8c0954df445c513180e92382d0e831b12e790,1.0
