center,branch,cap,run_i,run_j,stable_mask_hash_i,stable_mask_hash_j,jaccard
mount_sinai,boruta_rf,low,4,2,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,0.13333333333333333
mount_sinai,boruta_rf,low,4,4,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,1.0
mount_sinai,boruta_rf,reference,3,3,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,1.0
mount_sinai,boruta_rf,reference,3,2,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,0.14285714285714285
mount_sinai,boruta_rf,reference,3,4,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,0.21428571428571427
mount_sinai,boruta_rf,reference,2,3,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,0.14285714285714285
mount_sinai,boruta_rf,reference,2,2,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,1.0
mount_sinai,boruta_rf,reference,2,4,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,0.13333333333333333
mount_sinai,boruta_rf,reference,4,3,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,2c826051b7e33b8ecae830d27a0f5a7955870e4ba2233df14d0fe6a11e44dd14,0.21428571428571427
mount_sinai,boruta_rf,reference,4,2,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,c2571399d7d1ba01f37eb26efdb1858e8015200a8f081c44977af6f1acabe132,0.13333333333333333
mount_sinai,boruta_rf,reference,4,4,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,fb12c08e0fd75cb8cbddce95b0424294f1c8e7ae7177669968db7ec1f1d4fe41,1.0
mount_sinai,svm_l1,low,4,4,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,1.0
mount_sinai,svm_l1,low,4,1,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,0.25
mount_sinai,svm_l1,low,4,2,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,0.15
mount_sinai,svm_l1,low,1,4,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,0.25
mount_sinai,svm_l1,low,1,1,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,1.0
mount_sinai,svm_l1,low,1,2,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,0.375
mount_sinai,svm_l1,low,2,4,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,40f80ae271c76b1fe26f14d34a1186f67c717754d10867dd1b22c0255c164fb1,0.15
mount_sinai,svm_l1,low,2,1,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,9b053e7c9f29a18a36abf713b8af7b2b4e3e0face73e4f161c21976ce286dbb6,0.375
mount_sinai,svm_l1,low,2,2,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,fc8625a399b4046ba0273bdbbb7a18306dd6a35aab1ded3671ef40664bae512d,1.0
mount_sinai,svm_l1,reference,4,4,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,1.0
mount_sinai,svm_l1,reference,4,1,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,0.1724137931034483
mount_sinai,svm_l1,reference,4,5,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,0.25925925925925924
mount_sinai,svm_l1,reference,4,2,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,0.25925925925925924
mount_sinai,svm_l1,reference,4,3,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,0.25925925925925924
mount_sinai,svm_l1,reference,1,4,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,0.1724137931034483
mount_sinai,svm_l1,reference,1,1,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,1.0
mount_sinai,svm_l1,reference,1,5,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,0.25925925925925924
mount_sinai,svm_l1,reference,1,2,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,0.25925925925925924
mount_sinai,svm_l1,reference,1,3,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,0.25925925925925924
mount_sinai,svm_l1,reference,5,4,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,0.25925925925925924
mount_sinai,svm_l1,reference,5,1,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,0.25925925925925924
mount_sinai,svm_l1,reference,5,5,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,1.0
mount_sinai,svm_l1,reference,5,2,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,0.21428571428571427
mount_sinai,svm_l1,reference,5,3,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,0.36
mount_sinai,svm_l1,reference,2,4,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,0.25925925925925924
mount_sinai,svm_l1,reference,2,1,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,0.25925925925925924
mount_sinai,svm_l1,reference,2,5,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,0.21428571428571427
mount_sinai,svm_l1,reference,2,2,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,1.0
mount_sinai,svm_l1,reference,2,3,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,0.21428571428571427
mount_sinai,svm_l1,reference,3,4,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,718ed7693c86ac81da86f9e8a737ff5fde953af8438d840001b089bc7d64e983,0.25925925925925924
mount_sinai,svm_l1,reference,3,1,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,941db77b52235f3e0f64b8447be3ae80cdef609619aba75200c0c65112bfc775,0.25925925925925924
mount_sinai,svm_l1,reference,3,5,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,9b71f021efc232b98d65e91c4b50b09032a7b4b1ff04d8be091e9c2d56ccba06,0.36
mount_sinai,svm_l1,reference,3,2,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,bdecdc8c37bbfb9c66214fe7d9e9dc133bba2257032c2fb221eb4244311cac49,0.21428571428571427
mount_sinai,svm_l1,reference,3,3,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,dbcb09b4b0075258fcba1323283ebc3ffb5ed519ac3318c9f9db86bf6e321b4b,1.0
mount_sinai,xgboost,low,4,4,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,1.0
mount_sinai,xgboost,low,4,3,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,0.125
mount_sinai,xgboost,low,3,4,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,0.125
mount_sinai,xgboost,low,3,3,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,1.0
mount_sinai,xgboost,reference,4,4,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,1.0
mount_sinai,xgboost,reference,4,3,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,0.125
mount_sinai,xgboost,reference,3,4,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,3f5f7c3d10a7c07ad87a9645d15d32b7604527cb84ee9ffdb51e27bef822245e,0.125
mount_sinai,xgboost,reference,3,3,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,ca5deeaef5abfb2d8f293ff961507347546ccbe7b6826f56e011a6aa6dc21411,1.0
