center,branch,cap,run_id,feature_count,canonical_features,canonical_mask,stable_mask_hash,candidate_universe_sha256,duplicate_mask_multiplicity,locking_score,fold_locking_scores,score_sd,score_se,absolute_regret,relative_regret,eligible,eligibility_reason,fallback_added,pairwise_jaccard,mean_jaccard,selected,selected_feature_set,tie_break_path,strategy,tolerance_mode,regret_tolerance,eligibility_threshold,minimum_pool_size,locking_metric,seeds,software_version,configuration_hash
emory,xgboost,reference,3,21,"[""PROT_FRONTAL__ARPP19|P56211"", ""PROT_FRONTAL__MRPL1|Q9BYD6"", ""METAB__100020217"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__100002254"", ""METAB__100021060"", ""PROT_FRONTAL__PDHX|O00330"", ""METAB__100003260"", ""PROT_FRONTAL__AMER3|Q8N944"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__PPIL3|Q9H2H8"", ""PROT_FRONTAL__ANXA4|P09525"", ""PROT_FRONTAL__ASS1|P00966"", ""PROT_FRONTAL__WIPI1|Q5MNZ9"", ""METAB__100009329"", ""PROT_FRONTAL__IGLV3-19|P01714"", ""PROT_FRONTAL__GFAP|P14136"", ""PROT_FRONTAL__WDTC1|Q8N5D0""]",0000010010100001000000000010000000000110001010000000010001011000001000000001000100000010101001000010,960c2670becfd73efcec724e266c1823026b5aa284345e7c9c8e4c3c498725fa,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8144905899547468,"[0.8438933070681972, 0.8194640071822422, 0.8057129153590413, 0.7769793931626752, 0.8264033270015773]",0.025076410292348875,0.011214511609073491,0.008969111330537904,0.010891985748104736,True,absolute_regret_within_tolerance,False,"{""1"": 0.1388888888888889, ""2"": 0.11764705882352941}",0.12826797385620914,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,reference,5,22,"[""PROT_FRONTAL__IMPAD1|Q9NX62"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SEPT6|Q14141"", ""PROT_FRONTAL__POLR2A|P24928"", ""PROT_FRONTAL__SHISA9|B4DS77"", ""PROT_FRONTAL__GMPR2|Q9P2T1"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""METAB__811"", ""PROT_FRONTAL__CALU|O43852"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__503"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__UGP2|Q16851"", ""PROT_FRONTAL__THAP4|Q8WY91"", ""PROT_FRONTAL__CKB|P12277"", ""PROT_FRONTAL__ASAH1|Q13510"", ""METAB__100001851"", ""METAB__100001510"", ""PROT_FRONTAL__ASS1|P00966"", ""PROT_FRONTAL__HAPLN2|Q9GZV7"", ""METAB__999923639"", ""PROT_FRONTAL__DDR1|Q08345""]",0001000000000001111000001010000011000010000000000000000010001011000110000000110110010000000010000000,ac134c488332f7db7dfc5b0fbe6a6275f7e3d19f0141ad57be1e3c244a0e414d,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8124392014572497,"[0.8149334488637443, 0.8209901102999876, 0.7892694965284179, 0.8046902531967947, 0.8323126983973038]",0.016364417331670402,0.007318389913158148,0.01102049982803499,0.013383168369786414,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,reference,2,17,"[""PROT_FRONTAL__IGHV4-61|A0A0C4DH41"", ""PROT_FRONTAL__HAT1|O14929"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__MYO1B|O43795"", ""PROT_FRONTAL__PLEC|Q15149"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__PDHX|O00330"", ""PROT_FRONTAL__CP|P00450"", ""PROT_FRONTAL__MAN2C1|Q9NTJ4"", ""PROT_FRONTAL__DYM|Q7RTS9"", ""METAB__100015849"", ""PROT_FRONTAL__INTS9|Q9NV88"", ""PROT_FRONTAL__KPNA5|O15131"", ""PROT_FRONTAL__DDR1|Q08345"", ""PROT_FRONTAL__WDTC1|Q8N5D0""]",0000000000000010000011110000100000000110000000000000011000000100100000100000000001000100000010000010,f6be1c6ab45f14381b12b025e21c72695de8e08f7911b5617572e3849990930b,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8143237870851001,"[0.8229657838835691, 0.8083781316038401, 0.8053019851536144, 0.8069966443278661, 0.8279763904566111]",0.01038639058651061,0.004644935078460326,0.009135914200184558,0.011094549236501682,True,absolute_regret_within_tolerance,False,"{""1"": 0.15625, ""3"": 0.11764705882352941}",0.13694852941176472,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,low,4,14,"[""PROT_FRONTAL__ANK3|Q12955"", ""PROT_FRONTAL__CTHRC1|Q96CG8"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__RAB10|P61026"", ""PROT_FRONTAL__RPL37|P61927"", ""PROT_FRONTAL__RPS6KA5|O75582"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SPOCK2|Q92563"", ""PROT_FRONTAL__UGP2|Q16851"", ""METAB__533"", ""METAB__799"", ""METAB__1053"", ""METAB__100000580"", ""METAB__100015962""]",00001000000001000000000000000000010000000000000010000101000101001000001101001000000100,1532fd18c667ca938b2ef70e008424785b4a8ebe1df3848ee1563f0d3f5659b6,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8446501651441727,"[0.8552380952380952, 0.8196726190476191, 0.8956184942055421, 0.836607059420348, 0.8161145578092591]",0.03245275441177634,0.01451331298436762,0.02475892637173127,0.02847787838123655,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,low,1,13,"[""PROT_FRONTAL__DNM1L|O00429"", ""PROT_FRONTAL__GPNMB|Q14956"", ""PROT_FRONTAL__ICAM1|P05362"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__OLFM1|Q99784"", ""PROT_FRONTAL__RPL34|P49207"", ""PROT_FRONTAL__RPS6KA5|O75582"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__VIM|P08670"", ""METAB__362"", ""METAB__1025"", ""METAB__100015962"", ""METAB__100021194""]",00000000000000010000000010001000010010000000000000001001000000010010100010000000000101,4fe26e1d5771d7a0e588e1a130396b56c5b2645b0a3e300baa45a7f0b8430c21,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.869409091515904,"[0.8853869047619046, 0.8800892857142856, 0.9106315528224695, 0.8355807625698292, 0.8353569517110309]",0.03306263920569931,0.014786061755898661,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""5"": 0.11538461538461539}",0.11538461538461539,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,low,3,15,"[""PROT_FRONTAL__CLU|P10909"", ""PROT_FRONTAL__CSNK1A1|P48729"", ""PROT_FRONTAL__DNM1L|O00429"", ""PROT_FRONTAL__MACROD1|Q9BQ69"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__PLEC|Q15149"", ""PROT_FRONTAL__RPH3A|Q9Y2J0"", ""PROT_FRONTAL__RPL7A|P62424"", ""PROT_FRONTAL__RPS6KA5|O75582"", ""PROT_FRONTAL__S100A6|P06703"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__VGF|O15240"", ""METAB__1025"", ""METAB__100000841"", ""METAB__100001662""]",00000000000110010000000000000001010000000000100001000011100100000100000010000101000000,9b3f695e28ddeeab1d2c1008066ed9f427c55e7d3fe9de7de63544c935956f01,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8579043529127635,"[0.8916071428571429, 0.8778373015873017, 0.8847656730709715, 0.8330677009188364, 0.8022439461295643]",0.03863182360139481,0.017276676733499908,0.011504738603140496,0.013232825278006703,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,low,2,14,"[""PROT_FRONTAL__ALDH1L1|O75891"", ""PROT_FRONTAL__CSNK1A1|P48729"", ""PROT_FRONTAL__CTHRC1|Q96CG8"", ""PROT_FRONTAL__IDH2|P48735"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__PLCD3|Q8N3E9"", ""PROT_FRONTAL__RPL34|P49207"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SPOCK2|Q92563"", ""PROT_FRONTAL__VIM|P08670"", ""METAB__362"", ""METAB__100000272"", ""METAB__100004488"", ""METAB__100015962""]",00100000000011000000000000000100010000000001000000001000000101000010100000100000010100,b13270bf19982aa3089713be5cc0ae224b6e5b964eda6b003e05178c70a0c437,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8534529134308361,"[0.8590575396825396, 0.8903670634920635, 0.8881576912947812, 0.8705990155065008, 0.7590832571782951]",0.054309549699757556,0.024287968991212237,0.015956178085067885,0.018352899964787176,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,low,5,16,"[""PROT_FRONTAL__AKAP12|Q02952"", ""PROT_FRONTAL__ANK1|P16157"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__CDH10|Q9Y6N8"", ""PROT_FRONTAL__DPYSL4|O14531"", ""PROT_FRONTAL__GPNMB|Q14956"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__HTRA1|Q92743"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__PHGDH|O43175"", ""PROT_FRONTAL__PLCD3|Q8N3E9"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__SLC25A23|Q9BV35"", ""METAB__1053"", ""METAB__100015850"", ""METAB__100015962""]",01010010010000000100000010110000010000010001000000100000001000000000000001000000001100,fe247fab04bdce98eb9cbb879aedcf900c01b94490cd2304efe4fc80f0f3d487,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8640160904066498,"[0.8950099206349207, 0.846170634920635, 0.8796832860625964, 0.8578141258797273, 0.8414024845353693]",0.022772671933365345,0.010184248494461293,0.005393001109254114,0.0062030650034391325,True,absolute_regret_within_tolerance,False,"{""1"": 0.11538461538461539}",0.11538461538461539,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,reference,4,24,"[""PROT_FRONTAL__APOE4|APOE4"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__ARRB1|P49407"", ""PROT_FRONTAL__DNM1L|O00429"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__HTRA1|Q92743"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__NPTX2|P47972"", ""PROT_FRONTAL__NTN1|O95631"", ""PROT_FRONTAL__PLCD1|P51178"", ""PROT_FRONTAL__RAB10|P61026"", ""PROT_FRONTAL__RPH3A|Q9Y2J0"", ""PROT_FRONTAL__RPL27A|P46776"", ""PROT_FRONTAL__RPL7A|P62424"", ""PROT_FRONTAL__SAMD14|Q8IZD0"", ""PROT_FRONTAL__SPOCK2|Q92563"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__VGF|O15240"", ""METAB__362"", ""METAB__1053"", ""METAB__100015850"", ""METAB__100015962"", ""METAB__100019968"", ""METAB__100021194""]",00000110100000010000000000110000011100000010000011010010010001010100100001000000001111,28c9b7e4d7fb401d6f3a84ae4a2b151abbb91c8ee06e0adbc3d9b4d35af8c6c8,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8786663990621097,"[0.9146329365079364, 0.8807242063492063, 0.9082841086583728, 0.8468686383236426, 0.8428221054713907]",0.03343256675533574,0.01495149838544606,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""1"": 0.23076923076923078, ""2"": 0.23076923076923078, ""3"": 0.16666666666666666, ""5"": 0.17073170731707318}",0.19973420888055035,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,reference,2,24,"[""PROT_FRONTAL__ACTN2|P35609"", ""PROT_FRONTAL__AKAP12|Q02952"", ""PROT_FRONTAL__ALDH1L1|O75891"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__CSNK1A1|P48729"", ""PROT_FRONTAL__HTRA1|Q92743"", ""PROT_FRONTAL__MAPT|P10636"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__NPTX2|P47972"", ""PROT_FRONTAL__PBXIP1|Q96AQ6"", ""PROT_FRONTAL__PHGDH|O43175"", ""PROT_FRONTAL__PPP6R2|O75170"", ""PROT_FRONTAL__PPT1|P50897"", ""PROT_FRONTAL__RPH3A|Q9Y2J0"", ""PROT_FRONTAL__RPL7A|P62424"", ""PROT_FRONTAL__S100A6|P06703"", ""METAB__41"", ""METAB__1025"", ""METAB__100000580"", ""METAB__100000841"", ""METAB__100004488"", ""METAB__100015850"", ""METAB__100015962"", ""METAB__100019968""]",11100010000010000000000000010000111001010000011001000010100000000001000010001100011110,4cf2ba852ad1876990a620425a93416298ba273757d97c30d04e48b7315cda08,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8762350446371683,"[0.887172619047619, 0.9101785714285712, 0.8776726656205209, 0.8538186502778596, 0.8523327168112701]",0.02422641281062551,0.010834381179106076,0.0024313544249414676,0.002767096167028465,True,absolute_regret_within_tolerance,False,"{""1"": 0.37142857142857144, ""3"": 0.06521739130434782, ""4"": 0.23076923076923078, ""5"": 0.23076923076923078}",0.22454610606784522,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,reference,1,24,"[""PROT_FRONTAL__ACTN2|P35609"", ""PROT_FRONTAL__AKAP12|Q02952"", ""PROT_FRONTAL__ANK1|P16157"", ""PROT_FRONTAL__ARHGEF2|Q92974"", ""PROT_FRONTAL__EPB41L3|Q9Y2J2"", ""PROT_FRONTAL__FAHD1|Q6P587"", ""PROT_FRONTAL__GPNMB|Q14956"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__HTRA1|Q92743"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__NPTX2|P47972"", ""PROT_FRONTAL__PGM1|P36871"", ""PROT_FRONTAL__PHGDH|O43175"", ""PROT_FRONTAL__PLCB1|Q9NQ66"", ""PROT_FRONTAL__PPT1|P50897"", ""PROT_FRONTAL__RPL34|P49207"", ""PROT_FRONTAL__RPL7A|P62424"", ""METAB__41"", ""METAB__1025"", ""METAB__1053"", ""METAB__100015850"", ""METAB__100015962"", ""METAB__100019968""]",11010001000000000010100011110000011000110100001000001010000000000001000011000000001110,9bb54b87bd363d9eb8b92bd9c5998bc25ee586118ca608302cc1ac6ff60d0732,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.873713173274254,"[0.9062896825396826, 0.8752678571428572, 0.918091142107122, 0.8127197725179224, 0.8561974120636862]",0.04201204274428629,0.01878835668997019,0.004953225787855731,0.005637208607433736,True,absolute_regret_within_tolerance,False,"{""2"": 0.37142857142857144, ""3"": 0.11363636363636363, ""4"": 0.23076923076923078, ""5"": 0.2}",0.22895854145854147,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,reference,5,24,"[""PROT_FRONTAL__ANK1|P16157"", ""PROT_FRONTAL__APOE4|APOE4"", ""PROT_FRONTAL__CDH10|Q9Y6N8"", ""PROT_FRONTAL__ICAM1|P05362"", ""PROT_FRONTAL__IDH2|P48735"", ""PROT_FRONTAL__MACROD1|Q9BQ69"", ""PROT_FRONTAL__MAPT|P10636"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__OLFM1|Q99784"", ""PROT_FRONTAL__PHGDH|O43175"", ""PROT_FRONTAL__PPP6R2|O75170"", ""PROT_FRONTAL__QPRT|Q15274"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__RPL27A|P46776"", ""PROT_FRONTAL__RPL7A|P62424"", ""PROT_FRONTAL__SAMD14|Q8IZD0"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__UGP2|Q16851"", ""METAB__41"", ""METAB__533"", ""METAB__1025"", ""METAB__1053"", ""METAB__100000841"", ""METAB__100015850""]",00010100010000000000000000001101110010010000010100110010010100001001001011000100001000,c9bbd97a6ff759d49bff570cc87f0f63c4c1b711ce858309da373a5d981f7d4f,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8766628884968876,"[0.8882043650793651, 0.8626388888888888, 0.9001869408976222, 0.8650668222535337, 0.8672174253650283]",0.01663539009278935,0.007439572615940703,0.0020035105652221885,0.0022801720509180046,True,absolute_regret_within_tolerance,False,"{""1"": 0.2, ""2"": 0.23076923076923078, ""3"": 0.3611111111111111, ""4"": 0.17073170731707318}",0.24065301229935376,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,boruta_rf,reference,3,25,"[""PROT_FRONTAL__CDH10|Q9Y6N8"", ""PROT_FRONTAL__DNM1L|O00429"", ""PROT_FRONTAL__DNM3|Q9UQ16"", ""PROT_FRONTAL__GOT2|P00505"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__ICAM1|P05362"", ""PROT_FRONTAL__IDH2|P48735"", ""PROT_FRONTAL__MACROD1|Q9BQ69"", ""PROT_FRONTAL__MAPT|P10636"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__OLFM1|Q99784"", ""PROT_FRONTAL__PGM1|P36871"", ""PROT_FRONTAL__PHYHD1|Q5SRE7"", ""PROT_FRONTAL__QPRT|Q15274"", ""PROT_FRONTAL__RPL34|P49207"", ""PROT_FRONTAL__S100A6|P06703"", ""PROT_FRONTAL__SAMD14|Q8IZD0"", ""PROT_FRONTAL__SLC25A23|Q9BV35"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__UGP2|Q16851"", ""METAB__362"", ""METAB__533"", ""METAB__1053"", ""METAB__100021194""]",00000000010000011000000101001101110010101000000100001000111100011000101001000000000001,fe6a131eae125e664c2599f142b6670178e04e02c31ac9f6128d1c74cc72ba3c,86418699b3c59b0d1cb3329102078d3ff1f2d99f7cb33fb746ee506b9e7b3c3e,1,0.8741414503984941,"[0.8780853174603175, 0.8730357142857144, 0.8949539307529215, 0.8870431941668274, 0.8375890953266899]",0.022093357213282715,0.009880449716017094,0.0045249486636156355,0.005149791398015874,True,absolute_regret_within_tolerance,False,"{""1"": 0.11363636363636363, ""2"": 0.06521739130434782, ""4"": 0.16666666666666666, ""5"": 0.3611111111111111}",0.1766578831796223,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,svm_l1,low,2,26,"[""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""METAB__100002204"", ""PROT_FRONTAL__AKAP12|Q02952"", ""METAB__818"", ""METAB__100004290"", ""PROT_FRONTAL__ACTN2|P35609"", ""PROT_FRONTAL__ACOT7|O00154"", ""PROT_FRONTAL__PPIL3|Q9H2H8"", ""PROT_FRONTAL__NCAM1|P13591"", ""METAB__999925180"", ""PROT_FRONTAL__PGM1|P36871"", ""PROT_FRONTAL__OAS2|P29728"", ""PROT_FRONTAL__GFRA2|O00451"", ""PROT_FRONTAL__PPP2R5B|Q15173"", ""PROT_FRONTAL__IMPDH1|P20839"", ""PROT_FRONTAL__PLXNA3|P51805"", ""PROT_FRONTAL__MACROD1|Q9BQ69"", ""PROT_FRONTAL__FUT9|Q9Y231"", ""PROT_FRONTAL__MAPT|P10636"", ""METAB__100004612"", ""METAB__409"", ""METAB__100021194"", ""PROT_FRONTAL__YJEFN3|A6XGL0"", ""METAB__1213"", ""METAB__999923240""]",100100000100001000001010010000000011100010000001001000101100001010010001000000000100010000000100000000001000101000000000,2389c8b130a91c35e3d42625fd8d7590c2eb5bbf1b55c2691df4a12a47bfd94e,2d206be0982294d53a592a1d57c44754aa20cbe4dad7dbc954ea004810124bc8,1,0.8644322068455794,"[0.8725198412698413, 0.8235515873015874, 0.8702907544749429, 0.9007646329933966, 0.8550342181881291]",0.028192751044367782,0.01260818156158691,0.01586888772380779,0.018026659084833127,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
mayo,svm_l1,low,4,24,"[""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__NTN1|O95631"", ""METAB__362"", ""PROT_FRONTAL__DDHD1|Q8NEL9"", ""METAB__818"", ""METAB__533"", ""METAB__869"", ""PROT_FRONTAL__FGA|P02671"", ""PROT_FRONTAL__PHYHD1|Q5SRE7"", ""METAB__100015666"", ""PROT_FRONTAL__IMPDH1|P20839"", ""METAB__100001022"", ""METAB__1083"", ""PROT_FRONTAL__MAPT|P10636"", ""METAB__2051"", ""PROT_FRONTAL__PHLDA3|Q9Y5J5"", ""PROT_FRONTAL__CAMK1G|Q96NX5"", ""METAB__100004612"", ""PROT_FRONTAL__ACAT2|Q9BWD1"", ""PROT_FRONTAL__SERPINE2|P07093"", ""PROT_FRONTAL__P2RY12|Q9H244"", ""METAB__100004295"", ""METAB__1213"", ""PROT_FRONTAL__PPP6R2|O75170""]",100000010010000001001001100010100000000000001000000000000101000000000011101000010100000000000001001101000000110000000000,72c2ffe76cc644ad3b3d18cab3d870d31903f44ccb2f27edbca07a1675f384cd,2d206be0982294d53a592a1d57c44754aa20cbe4dad7dbc954ea004810124bc8,1,0.8666957220893302,"[0.8649404761904762, 0.8315674603174603, 0.8964751746711377, 0.8808771543380459, 0.8596183449295308]",0.024367466771484183,0.010897462428101194,0.013605372480056999,0.015455362448131766,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
