center,branch,cap,run_id,feature_count,canonical_features,canonical_mask,stable_mask_hash,candidate_universe_sha256,duplicate_mask_multiplicity,locking_score,fold_locking_scores,score_sd,score_se,absolute_regret,relative_regret,eligible,eligibility_reason,fallback_added,pairwise_jaccard,mean_jaccard,selected,selected_feature_set,tie_break_path,strategy,tolerance_mode,regret_tolerance,eligibility_threshold,minimum_pool_size,locking_metric,seeds,software_version,configuration_hash
emory,svm_l1,low,5,11,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL32|P62910"", ""PROT_FRONTAL__RPH3A|Q9Y2J0"", ""PROT_FRONTAL__IGHV3-15|A0A0B4J1V0"", ""PROT_FRONTAL__P2RY12|Q9H244"", ""METAB__999925180"", ""PROT_FRONTAL__DDHD1|Q8NEL9"", ""PROT_FRONTAL__RPL27A|P46776"", ""PROT_FRONTAL__APP|P05067"", ""METAB__100015966""]",1000001001000001010110010000100000000000000000100100,1851c7ba78f20905ed91cf6baee047025e50d9606f306710d4606d41c0024147,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8501105171180928,"[0.8338084030532947, 0.8623045724202925, 0.8285526623369202, 0.8541522399289403, 0.8717347078510164]",0.01846033693215336,0.008255713653568966,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""1"": 0.29411764705882354, ""2"": 0.05}",0.17205882352941176,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,low,4,10,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__QPRT|Q15274"", ""PROT_FRONTAL__MAPT|P10636"", ""METAB__999925109"", ""METAB__999925180"", ""PROT_FRONTAL__FASN|P49327"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__BASP1|P80723"", ""METAB__100015966""]",1000001000110000001010000011000000000001000000000100,61f2ab392d9ac2eb9cf3f9e478eaf4646b41ce9bb2a018d2a1af09eaa21cfd6d,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8389138403339326,"[0.8324621103832962, 0.8302353790339212, 0.8158804310252062, 0.8569783629124587, 0.8590129183147807]",0.01855921850419183,0.00829993483692898,0.011196676784160253,0.013170848446996534,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,low,3,10,"[""PROT_FRONTAL__MDK|P21741"", ""METAB__1053"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL32|P62910"", ""METAB__100000282"", ""PROT_FRONTAL__FASN|P49327"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__NOL3|O60936"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__CTSD|P07339""]",0000111001000010000000000011000000000000010000110000,7ab4dfbd8bbd4f1a576eafa8fae4f0492eb4101d4acae8a0c584995d2a5eea6e,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8254368068407058,"[0.8283593852100656, 0.8318270047094858, 0.8147041073935845, 0.8532154211690918, 0.7990781157213007]",0.02019281395746308,0.009030500933178798,0.024673710277387073,0.029024120723775887,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,low,1,11,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__MAPT|P10636"", ""PROT_FRONTAL__PPP2R5B|Q15173"", ""METAB__999925180"", ""METAB__533"", ""METAB__818"", ""PROT_FRONTAL__ASAH1|Q13510"", ""PROT_FRONTAL__LPP|Q93052"", ""PROT_FRONTAL__APP|P05067"", ""METAB__100015966""]",1000001000010000100011101000000000100000000000100100,bc4767ac98eaa41ff2ddc0fa8d302675ead36d7ab3bbceb1d8b5927ca9c16f46,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.840173560942811,"[0.8224775271703438, 0.8380985494577314, 0.832552672148827, 0.8630646941067962, 0.8446743618303567]",0.01516405631839991,0.006781572148515478,0.009936956175281786,0.01168901686920478,True,absolute_regret_within_tolerance,False,"{""2"": 0.05, ""5"": 0.29411764705882354}",0.17205882352941176,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,low,2,10,"[""PROT_FRONTAL__PRKCE|Q02156"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""METAB__100001383"", ""PROT_FRONTAL__RHAG|Q02094"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__PTGR1|Q14914"", ""PROT_FRONTAL__MTHFD1|P11586"", ""PROT_FRONTAL__APOC3|P02656"", ""METAB__445""]",0010101000001000000000000101001100010000000000000001,c60603b8664a5ba288578d7e4db779bf18f93996d72d24276945bc28d4630d22,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.841706663729634,"[0.845667539888966, 0.8225416141734979, 0.8494879451559694, 0.8654093516744826, 0.825426867755254]",0.017821231564154463,0.007969897044042856,0.008403853388458837,0.009885601012146306,True,absolute_regret_within_tolerance,False,"{""1"": 0.05, ""5"": 0.05}",0.05,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,reference,4,19,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__RPL32|P62910"", ""PROT_FRONTAL__IGHV3-15|A0A0B4J1V0"", ""METAB__999925180"", ""METAB__818"", ""PROT_FRONTAL__DDHD1|Q8NEL9"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__RPL27A|P46776"", ""PROT_FRONTAL__PTGR1|Q14914"", ""PROT_FRONTAL__LPP|Q93052"", ""PROT_FRONTAL__APOC3|P02656"", ""PROT_FRONTAL__TPM2|P07951"", ""PROT_FRONTAL__APP|P05067"", ""METAB__100015962"", ""METAB__100015966"", ""PROT_FRONTAL__PFKP|Q01813""]",1000101101000000010010110001101000110000100000101110,121e9797ce94f3403788f4d5e7ed030eebe099cbab4c1b4da96b444e2031f4b7,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8492031183264087,"[0.8331422543041939, 0.8409194667840639, 0.8466452120158984, 0.8504782010699076, 0.8748304574579802]",0.015744042267440063,0.00704094975012518,0.02003024712579582,0.023043578309232766,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,reference,3,19,"[""PROT_FRONTAL__VGF|O15240"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__1053"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__ACTN4|O43707"", ""PROT_FRONTAL__RPL32|P62910"", ""METAB__100001383"", ""PROT_FRONTAL__IGHV3-15|A0A0B4J1V0"", ""PROT_FRONTAL__P2RY12|Q9H244"", ""METAB__533"", ""PROT_FRONTAL__DDHD1|Q8NEL9"", ""PROT_FRONTAL__FASN|P49327"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__TPM2|P07951"", ""METAB__100009025"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__CTSD|P07339"", ""METAB__100015962""]",0001111111001000010101010011000000000000100001111000,4b5a6e7008c92282cc2f0e914636b6af318cc5be64faf5a913e4d098e1f05295,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8601154735541658,"[0.8639419330061644, 0.8444272242798574, 0.8554087489430636, 0.8840640050090324, 0.8527354565327117]",0.015090667843712791,0.006748751824882394,0.009117891898038688,0.010489578817876202,True,absolute_regret_within_tolerance,False,"{""1"": 0.26666666666666666, ""2"": 0.3103448275862069, ""5"": 0.26666666666666666}",0.28122605363984676,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,reference,5,19,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__QPRT|Q15274"", ""PROT_FRONTAL__MAPT|P10636"", ""PROT_FRONTAL__P2RY12|Q9H244"", ""METAB__999925180"", ""METAB__818"", ""PROT_FRONTAL__DDHD1|Q8NEL9"", ""PROT_FRONTAL__ASAH1|Q13510"", ""PROT_FRONTAL__APOA1|P02647"", ""PROT_FRONTAL__PTGR1|Q14914"", ""PROT_FRONTAL__FBXL18|Q96ME1"", ""PROT_FRONTAL__LPP|Q93052"", ""PROT_FRONTAL__APOC3|P02656"", ""PROT_FRONTAL__TPM2|P07951"", ""PROT_FRONTAL__APP|P05067"", ""PROT_FRONTAL__CTSD|P07339"", ""METAB__100015966""]",1000001100110000000110111001001010110000100000110100,bce7bc6e75587301038b728ebaa2caab341c90d564a624e4059bd387c26e896b,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8608860826345524,"[0.8288768386070168, 0.8472311286878925, 0.8595673261777576, 0.8887118648380724, 0.8800432548620228]",0.02425932806201957,0.010849101327028798,0.00834728281765218,0.009603040045879557,True,absolute_regret_within_tolerance,False,"{""1"": 0.35714285714285715, ""2"": 0.3103448275862069, ""3"": 0.26666666666666666}",0.31138478379857687,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,reference,1,19,"[""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__VGF|O15240"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__RPL32|P62910"", ""METAB__100000282"", ""METAB__999925180"", ""METAB__533"", ""METAB__818"", ""PROT_FRONTAL__FASN|P49327"", ""PROT_FRONTAL__PTGR1|Q14914"", ""PROT_FRONTAL__MTHFD1|P11586"", ""PROT_FRONTAL__FBXL18|Q96ME1"", ""PROT_FRONTAL__APOC3|P02656"", ""METAB__100003260"", ""PROT_FRONTAL__PTPRF|P10586"", ""PROT_FRONTAL__APP|P05067"", ""METAB__100015966""]",1001101101000010000011100010001110010100001000100100,d14593cc561d33cf822d6a358e0ae77a58457f3a8fbc99eb7baf5cb565daadbb,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8674849526618116,"[0.8570443566644004, 0.8759927884440946, 0.8858470710811192, 0.8674992258297692, 0.8510413212896747]",0.014044126207690674,0.006280724176996535,0.0017484127903929503,0.0020114423351470945,True,absolute_regret_within_tolerance,False,"{""2"": 0.1875, ""3"": 0.26666666666666666, ""5"": 0.35714285714285715}",0.2704365079365079,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,svm_l1,reference,2,19,"[""PROT_FRONTAL__PRKCE|Q02156"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__1053"", ""PROT_FRONTAL__TMEM106B|Q9NUM4"", ""PROT_FRONTAL__RPL13|P26373"", ""PROT_FRONTAL__QPRT|Q15274"", ""PROT_FRONTAL__MAPT|P10636"", ""METAB__100000282"", ""PROT_FRONTAL__P2RY12|Q9H244"", ""METAB__533"", ""PROT_FRONTAL__ASAH1|Q13510"", ""PROT_FRONTAL__APOA1|P02647"", ""METAB__100009329"", ""PROT_FRONTAL__PTGR1|Q14914"", ""METAB__100015846"", ""PROT_FRONTAL__DEFA3|P59666"", ""PROT_FRONTAL__CTSD|P07339"", ""METAB__100015962"", ""METAB__445""]",0010111100110010000101001001011001001000000000011001,e5f6f71aed3ca8fac8f111d68ee00691bf7a4175a09a372f848089973ac90044,39782e5314aa722f5ea0b9db1a962bd87970157ab1604a20fa1f953c71246d5c,1,0.8692333654522045,"[0.8647478193255682, 0.841198232244497, 0.8800032368510206, 0.8993213745597309, 0.8608961642802059]",0.021776570915849516,0.009738778576936873,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""1"": 0.1875, ""3"": 0.3103448275862069, ""5"": 0.3103448275862069}",0.26939655172413796,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,low,2,16,"[""PROT_FRONTAL__IGHV4-61|A0A0C4DH41"", ""PROT_FRONTAL__HAT1|O14929"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__MYO1B|O43795"", ""PROT_FRONTAL__PLEC|Q15149"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__CP|P00450"", ""METAB__100003260"", ""PROT_FRONTAL__MAN2C1|Q9NTJ4"", ""METAB__100015849"", ""PROT_FRONTAL__INTS9|Q9NV88"", ""PROT_FRONTAL__KPNA5|O15131"", ""PROT_FRONTAL__DDR1|Q08345"", ""PROT_FRONTAL__WDTC1|Q8N5D0""]",0000000000000010000011110000100000000110000000000000001001000100000000100000000001000100000010000010,1a04ae2cd74f029696f5a13683e03cefd7a51d3eca474b9cf02e869886a6a278,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8150776809470244,"[0.8199813092955517, 0.8213019593199516, 0.8134955338572244, 0.8139445337220143, 0.8066650685403803]",0.005859745553262162,0.0026205578775892616,0.008382020338260299,0.0101790291925365,True,absolute_regret_within_tolerance,False,"{""1"": 0.125, ""3"": 0.12121212121212122}",0.12310606060606061,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 43}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,low,4,20,"[""PROT_FRONTAL__TESPA1|A2RU30"", ""PROT_FRONTAL__ARPP19|P56211"", ""PROT_FRONTAL__PRKCE|Q02156"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""PROT_FRONTAL__PLEC|Q15149"", ""PROT_FRONTAL__ABCG4|Q9H172"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__100021060"", ""METAB__100001413"", ""METAB__100002398"", ""PROT_FRONTAL__ALDH2|P05091"", ""PROT_FRONTAL__CP|P00450"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__VGF|O15240"", ""PROT_FRONTAL__H1F0|P07305"", ""METAB__999923639"", ""METAB__270"", ""PROT_FRONTAL__GFAP|P14136""]",1000011000000000000001100010100000001010000010010010101000001000000000000100001000010000000101000000,3cf159b7d4677755fa2b19188f33d47820969448076b686d69b83b219622af7f,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8119549839785632,"[0.8374748910494708, 0.8040149800460702, 0.7996919384726592, 0.7883898509948736, 0.8302032593297423]",0.020934461124346285,0.009362175629272993,0.011504717306721424,0.013971196512427335,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,low,1,20,"[""METAB__100020217"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SEPT6|Q14141"", ""PROT_FRONTAL__POLR2A|P24928"", ""PROT_FRONTAL__SHISA9|B4DS77"", ""PROT_FRONTAL__MYO1B|O43795"", ""METAB__100009055"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__SYNRG|Q9UMZ2"", ""METAB__100009067"", ""METAB__100021060"", ""METAB__100002398"", ""PROT_FRONTAL__DYM|Q7RTS9"", ""PROT_FRONTAL__ASAH1|Q13510"", ""METAB__100001851"", ""PROT_FRONTAL__BPGM|P07738"", ""PROT_FRONTAL__KPNA5|O15131"", ""PROT_FRONTAL__TPD52L1|Q16890"", ""PROT_FRONTAL__SQSTM1|Q13501""]",0000000000100001111000010000001000000110110010000010000000000000100010000000100000100100000000110000,6d34f8c0e5709895a45a37eb95dd0b5336d3998209b33cd1efc6aefa096a9661,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8234597012852847,"[0.8195645652275547, 0.831633431686833, 0.8078358427015478, 0.8059203536254348, 0.8523443131850529]",0.01915748177320902,0.008567486304521716,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""2"": 0.125, ""3"": 0.1388888888888889}",0.13194444444444445,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,low,3,21,"[""PROT_FRONTAL__ARPP19|P56211"", ""PROT_FRONTAL__MRPL1|Q9BYD6"", ""METAB__100020217"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__100002254"", ""METAB__100021060"", ""PROT_FRONTAL__PDHX|O00330"", ""METAB__100003260"", ""PROT_FRONTAL__AMER3|Q8N944"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__PPIL3|Q9H2H8"", ""PROT_FRONTAL__ANXA4|P09525"", ""PROT_FRONTAL__ASS1|P00966"", ""PROT_FRONTAL__WIPI1|Q5MNZ9"", ""METAB__100009329"", ""PROT_FRONTAL__IGLV3-19|P01714"", ""PROT_FRONTAL__GFAP|P14136"", ""PROT_FRONTAL__WDTC1|Q8N5D0""]",0000010010100001000000000010000000000110001010000000010001011000001000000001000100000010101001000010,960c2670becfd73efcec724e266c1823026b5aa284345e7c9c8e4c3c498725fa,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8144905899547468,"[0.8438933070681972, 0.8194640071822422, 0.8057129153590413, 0.7769793931626752, 0.8264033270015773]",0.025076410292348875,0.011214511609073491,0.008969111330537904,0.010891985748104736,True,absolute_regret_within_tolerance,False,"{""1"": 0.1388888888888889, ""2"": 0.12121212121212122}",0.13005050505050506,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 44}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,low,5,22,"[""PROT_FRONTAL__IMPAD1|Q9NX62"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SEPT6|Q14141"", ""PROT_FRONTAL__POLR2A|P24928"", ""PROT_FRONTAL__SHISA9|B4DS77"", ""PROT_FRONTAL__GMPR2|Q9P2T1"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""METAB__811"", ""PROT_FRONTAL__CALU|O43852"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__503"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__UGP2|Q16851"", ""PROT_FRONTAL__THAP4|Q8WY91"", ""PROT_FRONTAL__CKB|P12277"", ""PROT_FRONTAL__ASAH1|Q13510"", ""METAB__100001851"", ""METAB__100001510"", ""PROT_FRONTAL__ASS1|P00966"", ""PROT_FRONTAL__HAPLN2|Q9GZV7"", ""METAB__999923639"", ""PROT_FRONTAL__DDR1|Q08345""]",0001000000000001111000001010000011000010000000000000000010001011000110000000110110010000000010000000,ac134c488332f7db7dfc5b0fbe6a6275f7e3d19f0141ad57be1e3c244a0e414d,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8124392014572497,"[0.8149334488637443, 0.8209901102999876, 0.7892694965284179, 0.8046902531967947, 0.8323126983973038]",0.016364417331670402,0.007318389913158148,0.01102049982803499,0.013383168369786414,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 46}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,reference,4,20,"[""PROT_FRONTAL__TESPA1|A2RU30"", ""PROT_FRONTAL__ARPP19|P56211"", ""PROT_FRONTAL__PRKCE|Q02156"", ""PROT_FRONTAL__HPCA|P84074"", ""PROT_FRONTAL__HSPB1|P04792"", ""PROT_FRONTAL__UNC13A|Q9UPW8"", ""PROT_FRONTAL__PLEC|Q15149"", ""PROT_FRONTAL__ABCG4|Q9H172"", ""PROT_FRONTAL__MDK|P21741"", ""METAB__100021060"", ""METAB__100001413"", ""METAB__100002398"", ""PROT_FRONTAL__ALDH2|P05091"", ""PROT_FRONTAL__CP|P00450"", ""PROT_FRONTAL__PTK2B|Q14289"", ""PROT_FRONTAL__VGF|O15240"", ""PROT_FRONTAL__H1F0|P07305"", ""METAB__999923639"", ""METAB__270"", ""PROT_FRONTAL__GFAP|P14136""]",1000011000000000000001100010100000001010000010010010101000001000000000000100001000010000000101000000,3cf159b7d4677755fa2b19188f33d47820969448076b686d69b83b219622af7f,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8119549839785632,"[0.8374748910494708, 0.8040149800460702, 0.7996919384726592, 0.7883898509948736, 0.8302032593297423]",0.020934461124346285,0.009362175629272993,0.011504717306721424,0.013971196512427335,False,absolute_regret_exceeds_tolerance,False,{},,False,False,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 45}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
emory,xgboost,reference,1,20,"[""METAB__100020217"", ""PROT_FRONTAL__SMOC1|Q9H4F8"", ""PROT_FRONTAL__SEPT6|Q14141"", ""PROT_FRONTAL__POLR2A|P24928"", ""PROT_FRONTAL__SHISA9|B4DS77"", ""PROT_FRONTAL__MYO1B|O43795"", ""METAB__100009055"", ""PROT_FRONTAL__ADD2|P35612"", ""PROT_FRONTAL__MDK|P21741"", ""PROT_FRONTAL__SYNRG|Q9UMZ2"", ""METAB__100009067"", ""METAB__100021060"", ""METAB__100002398"", ""PROT_FRONTAL__DYM|Q7RTS9"", ""PROT_FRONTAL__ASAH1|Q13510"", ""METAB__100001851"", ""PROT_FRONTAL__BPGM|P07738"", ""PROT_FRONTAL__KPNA5|O15131"", ""PROT_FRONTAL__TPD52L1|Q16890"", ""PROT_FRONTAL__SQSTM1|Q13501""]",0000000000100001111000010000001000000110110010000010000000000000100010000000100000100100000000110000,6d34f8c0e5709895a45a37eb95dd0b5336d3998209b33cd1efc6aefa096a9661,66fd29861608f368700f7ffc2793959554b6607c59513f71226fcb5e22f7f8d7,1,0.8234597012852847,"[0.8195645652275547, 0.831633431686833, 0.8078358427015478, 0.8059203536254348, 0.8523443131850529]",0.01915748177320902,0.008567486304521716,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""2"": 0.15625, ""3"": 0.1388888888888889}",0.14756944444444445,True,True,mean_jaccard > higher_locking_score > smaller_feature_count > stable_mask_hash,regret_constrained_medoid,absolute,0.01,0.01,1,macro_ovr_auroc,"{""cv_random_state"": 42, ""run_model_seed_rule"": ""42 + run_id_one_based"", ""run_seed"": 42}",0.2.0,3d358dd33abc93192d5cd75320a3772b0c29729cfb8202df576c2876d1200ec9
