feature,importance
RABGEF1,0.04497879955180252
RPL3P7,0.04510370220553902
RP11-26J3.3,0.04533653604705846
SC22CB-1E7.1,0.046184349752310394
F12,0.05258340703521394
TMEM9B-AS1,0.05289893902194537
UBA6-AS1,0.06849205492271575
PPP6R2,0.08055827738100364
PDCD4-AS1,0.08306596414390062
C11orf52,0.08555992701880771
RP11-849F2.8,0.09126777385091281
MGMT,0.14871206430691428
