run_i,run_j,stable_mask_hash_i,stable_mask_hash_j,jaccard
0,0,ee993a41e4635e5dd749206746980718789d68403d31216a03c9b129403a9a3e,ee993a41e4635e5dd749206746980718789d68403d31216a03c9b129403a9a3e,1.0
