outer_repeat,outer_fold,branch,method,features,feature_count
1,2,boruta_rf,direct,"[""RNA::ABLIM1"", ""RNA::ACBD5"", ""RNA::ACTL6A"", ""RNA::AK2"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::ATP9A"", ""RNA::B3GNT5"", ""RNA::BAGE2"", ""RNA::BRD7"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::C1orf144"", ""RNA::C22orf46"", ""RNA::C3orf38"", ""RNA::CARD8"", ""RNA::CASP6"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CMC1"", ""RNA::CNIH4"", ""RNA::CNN3"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::DNALI1"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DSTYK"", ""RNA::DYNC1H1"", ""RNA::DYNC1I2"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::FAF1"", ""RNA::FAM136A"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GNAI3"", ""RNA::GNG5"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC1"", ""RNA::HMGN5"", ""RNA::HNRNPA3P1"", ""RNA::HNRNPUL2"", ""RNA::ID4"", ""RNA::KDELR1"", ""RNA::KIAA0427"", ""RNA::KIAA1409"", ""RNA::KIF4B"", ""RNA::LDHA"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC650368"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LRRTM4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MFSD2B"", ""RNA::MICAL3"", ""RNA::MPRIP"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NALCN"", ""RNA::NBPF7"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PAIP1"", ""RNA::PMS2L2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::RAB6C"", ""RNA::RAN"", ""RNA::REXO2"", ""RNA::RGPD4"", ""RNA::RPL12"", ""RNA::RPL13A"", ""RNA::RPL13AP3""]",100
1,2,boruta_rf,rfecv_only,"[""RNA::AK2"", ""RNA::ASAP3"", ""RNA::CNN3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::LOC643387"", ""RNA::NACAP1""]",7
1,2,boruta_rf,highest_locking_score,"[""RNA::ANXA2P1"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::BRD7"", ""RNA::C12orf51"", ""RNA::C22orf46"", ""RNA::CNN3"", ""RNA::CTCFL"", ""RNA::DSTYK"", ""RNA::EEF1A1P9"", ""RNA::FAM71D"", ""RNA::HDAC1"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0427"", ""RNA::LOC643387"", ""RNA::MICAL3"", ""RNA::NALCN"", ""RNA::PAIP1""]",18
1,2,boruta_rf,legacy_top3_medoid,"[""RNA::ABLIM1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::BRD7"", ""RNA::C12orf51"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::FTHL3"", ""RNA::GPN1"", ""RNA::KDELR1"", ""RNA::KIAA1409"", ""RNA::LOC100130776"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC650368"", ""RNA::MICAL3"", ""RNA::NALCN""]",19
1,2,boruta_rf,unrestricted_medoid,"[""RNA::ASAP3"", ""RNA::CASP6"", ""RNA::CMC1"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::GBAP1"", ""RNA::GPN1"", ""RNA::H3F3C"", ""RNA::KIF4B"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::NALCN"", ""RNA::NBPF7"", ""RNA::RAB6C""]",14
1,2,boruta_rf,regret_constrained_medoid,"[""RNA::ANXA2P1"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::BRD7"", ""RNA::C12orf51"", ""RNA::C22orf46"", ""RNA::CNN3"", ""RNA::CTCFL"", ""RNA::DSTYK"", ""RNA::EEF1A1P9"", ""RNA::FAM71D"", ""RNA::HDAC1"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0427"", ""RNA::LOC643387"", ""RNA::MICAL3"", ""RNA::NALCN"", ""RNA::PAIP1""]",18
1,3,svm_l1,direct,"[""RNA::ADAM2"", ""RNA::AK2"", ""RNA::AMH"", ""RNA::ANGEL2"", ""RNA::ANKRD20B"", ""RNA::ASAP3"", ""RNA::ATP1B3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C12orf29"", ""RNA::C15orf21"", ""RNA::C1orf87"", ""RNA::CAPZB"", ""RNA::CARD8"", ""RNA::CASP1"", ""RNA::CCDC102A"", ""RNA::CDKL1"", ""RNA::CXorf21"", ""RNA::CYTL1"", ""RNA::DDX19B"", ""RNA::DGCR6"", ""RNA::DIAPH1"", ""RNA::DIRC3"", ""RNA::EEF1A1P9"", ""RNA::FAM120AOS"", ""RNA::FOXD3"", ""RNA::FTHL3"", ""RNA::GBP7"", ""RNA::GCSH"", ""RNA::GP9"", ""RNA::HAPLN1"", ""RNA::HIST1H2BE"", ""RNA::HIST1H4H"", ""RNA::HK2"", ""RNA::HNRNPA3P1"", ""RNA::HPS3"", ""RNA::ID2B"", ""RNA::ID3"", ""RNA::ID4"", ""RNA::IL12A"", ""RNA::IL9"", ""RNA::IVL"", ""RNA::KIAA1984"", ""RNA::LEKR1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MSX2"", ""RNA::MSX2P1"", ""RNA::MYH6"", ""RNA::NACAP1"", ""RNA::OR1L1"", ""RNA::OR8D1"", ""RNA::PABPC4"", ""RNA::PDZD9"", ""RNA::PLEKHA2"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::PPAPDC2"", ""RNA::PPIAL4C"", ""RNA::PTCHD2"", ""RNA::PTDSS1"", ""RNA::PURB"", ""RNA::RAPSN"", ""RNA::RWDD2A"", ""RNA::SFRS4"", ""RNA::SLC47A1"", ""RNA::SNTG1"", ""RNA::SRXN1"", ""RNA::ST6GAL1"", ""RNA::SUMF1"", ""RNA::SUMO1P3"", ""RNA::SUSD3"", ""RNA::SYF2"", ""RNA::THRAP3"", ""RNA::TMEM106C"", ""RNA::TMX2"", ""RNA::TRIM35"", ""RNA::USP44"", ""RNA::WLS"", ""SCNV::DAB1"", ""SCNV::LINC00662""]",83
1,3,svm_l1,rfecv_only,"[""RNA::AK2"", ""RNA::ASAP3"", ""RNA::EEF1A1P9"", ""RNA::FAM120AOS"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::PLEKHA4"", ""RNA::PPIAL4C"", ""RNA::SYF2"", ""RNA::WLS"", ""SCNV::DAB1""]",15
1,3,svm_l1,highest_locking_score,"[""RNA::ANGEL2"", ""RNA::ANKRD20B"", ""RNA::ASAP3"", ""RNA::C1orf87"", ""RNA::CAPZB"", ""RNA::CCDC102A"", ""RNA::CXorf21"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::IL12A"", ""RNA::MFNG"", ""RNA::RWDD2A"", ""RNA::SYF2"", ""RNA::TMEM106C"", ""SCNV::DAB1""]",15
1,3,svm_l1,legacy_top3_medoid,"[""RNA::ANGEL2"", ""RNA::ANKRD20B"", ""RNA::ASAP3"", ""RNA::C1orf87"", ""RNA::CAPZB"", ""RNA::CCDC102A"", ""RNA::CXorf21"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::IL12A"", ""RNA::MFNG"", ""RNA::RWDD2A"", ""RNA::SYF2"", ""RNA::TMEM106C"", ""SCNV::DAB1""]",15
1,3,svm_l1,unrestricted_medoid,"[""RNA::ANGEL2"", ""RNA::ANKRD20B"", ""RNA::ASAP3"", ""RNA::C12orf29"", ""RNA::C15orf21"", ""RNA::CARD8"", ""RNA::CCDC102A"", ""RNA::CDKL1"", ""RNA::DGCR6"", ""RNA::FOXD3"", ""RNA::GP9"", ""RNA::HAPLN1"", ""RNA::HPS3"", ""RNA::ID2B"", ""RNA::PPAPDC2"", ""RNA::PURB""]",16
1,3,svm_l1,regret_constrained_medoid,"[""RNA::ANGEL2"", ""RNA::ANKRD20B"", ""RNA::ASAP3"", ""RNA::C1orf87"", ""RNA::CAPZB"", ""RNA::CCDC102A"", ""RNA::CXorf21"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::IL12A"", ""RNA::MFNG"", ""RNA::RWDD2A"", ""RNA::SYF2"", ""RNA::TMEM106C"", ""SCNV::DAB1""]",15
1,3,xgboost,direct,"[""RNA::ABCA12"", ""RNA::ACN9"", ""RNA::ACOT4"", ""RNA::ADAMTS2"", ""RNA::AFF3"", ""RNA::ANGPTL7"", ""RNA::ANKRD46"", ""RNA::ANP32E"", ""RNA::APBA2"", ""RNA::ARHGAP9"", ""RNA::ARL3"", ""RNA::ASAP3"", ""RNA::B3GALT6"", ""RNA::B3GNT9"", ""RNA::BTLA"", ""RNA::C10orf32"", ""RNA::C11orf53"", ""RNA::C15orf21"", ""RNA::C1orf55"", ""RNA::C3orf38"", ""RNA::C3orf43"", ""RNA::C3orf49"", ""RNA::C6orf147"", ""RNA::CCDC130"", ""RNA::CCDC79"", ""RNA::CDH23"", ""RNA::CLCN6"", ""RNA::CSTF1"", ""RNA::CYP21A2"", ""RNA::DAD1"", ""RNA::DCDC2"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::EGR1"", ""RNA::FAM13AOS"", ""RNA::FAM151A"", ""RNA::FAM192A"", ""RNA::FBLIM1"", ""RNA::FBXO25"", ""RNA::FLJ44635"", ""RNA::FNTB"", ""RNA::FPGT"", ""RNA::FRAT2"", ""RNA::FTHL3"", ""RNA::FXC1"", ""RNA::GBA"", ""RNA::GPR182"", ""RNA::GPR98"", ""RNA::HNRNPA3P1"", ""RNA::IFNA21"", ""RNA::IGFBP6"", ""RNA::KANK4"", ""RNA::KDELR1"", ""RNA::LIAS"", ""RNA::LOC341056"", ""RNA::LOC441204"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LRRTM4"", ""RNA::MAEL"", ""RNA::MIF4GD"", ""RNA::MYRIP"", ""RNA::NEUROG3"", ""RNA::PCSK9"", ""RNA::PDE6A"", ""RNA::PDIA4"", ""RNA::PGM5"", ""RNA::PIK3R6"", ""RNA::PLEKHA8"", ""RNA::PLEKHO1"", ""RNA::POLR2J4"", ""RNA::PPIAL4C"", ""RNA::PTDSS1"", ""RNA::ProSAPiP1"", ""RNA::RHO"", ""RNA::RNF5"", ""RNA::RPL19P12"", ""RNA::RPS26P11"", ""RNA::S100PBP"", ""RNA::SCML4"", ""RNA::SFRP2"", ""RNA::SGCZ"", ""RNA::SLC2A4"", ""RNA::SLC35C1"", ""RNA::SLC39A2"", ""RNA::SLC7A2"", ""RNA::SOHLH2"", ""RNA::SUMF1"", ""RNA::TBCC"", ""RNA::THRAP3"", ""RNA::TNFSF13B"", ""RNA::TRIM67"", ""RNA::TSPAN14"", ""RNA::TXLNA"", ""RNA::UBFD1"", ""RNA::VHL"", ""RNA::WDR77"", ""RNA::WFDC3"", ""RNA::XIRP1"", ""SCNV::FCN3""]",100
1,3,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::C15orf21"", ""RNA::C3orf38"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::KDELR1"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LRRTM4"", ""RNA::PPIAL4C"", ""RNA::PTDSS1"", ""RNA::SFRP2"", ""RNA::SUMF1"", ""RNA::TRIM67"", ""RNA::TXLNA"", ""RNA::WDR77"", ""SCNV::FCN3""]",20
1,3,xgboost,highest_locking_score,"[""RNA::AFF3"", ""RNA::ANP32E"", ""RNA::ARHGAP9"", ""RNA::BTLA"", ""RNA::C10orf32"", ""RNA::C3orf38"", ""RNA::C6orf147"", ""RNA::CCDC130"", ""RNA::EGR1"", ""RNA::FAM13AOS"", ""RNA::IGFBP6"", ""RNA::LOC644936"", ""RNA::MAEL"", ""RNA::PDE6A"", ""RNA::RHO"", ""RNA::RPS26P11"", ""RNA::SFRP2"", ""RNA::TRIM67"", ""RNA::TSPAN14"", ""RNA::XIRP1""]",20
1,3,xgboost,legacy_top3_medoid,"[""RNA::AFF3"", ""RNA::ANP32E"", ""RNA::ARHGAP9"", ""RNA::BTLA"", ""RNA::C10orf32"", ""RNA::C3orf38"", ""RNA::C6orf147"", ""RNA::CCDC130"", ""RNA::EGR1"", ""RNA::FAM13AOS"", ""RNA::IGFBP6"", ""RNA::LOC644936"", ""RNA::MAEL"", ""RNA::PDE6A"", ""RNA::RHO"", ""RNA::RPS26P11"", ""RNA::SFRP2"", ""RNA::TRIM67"", ""RNA::TSPAN14"", ""RNA::XIRP1""]",20
1,3,xgboost,unrestricted_medoid,"[""RNA::AFF3"", ""RNA::ANP32E"", ""RNA::ARHGAP9"", ""RNA::BTLA"", ""RNA::C10orf32"", ""RNA::C3orf38"", ""RNA::C6orf147"", ""RNA::CCDC130"", ""RNA::EGR1"", ""RNA::FAM13AOS"", ""RNA::IGFBP6"", ""RNA::LOC644936"", ""RNA::MAEL"", ""RNA::PDE6A"", ""RNA::RHO"", ""RNA::RPS26P11"", ""RNA::SFRP2"", ""RNA::TRIM67"", ""RNA::TSPAN14"", ""RNA::XIRP1""]",20
1,3,xgboost,regret_constrained_medoid,"[""RNA::AFF3"", ""RNA::ANP32E"", ""RNA::ARHGAP9"", ""RNA::BTLA"", ""RNA::C10orf32"", ""RNA::C3orf38"", ""RNA::C6orf147"", ""RNA::CCDC130"", ""RNA::EGR1"", ""RNA::FAM13AOS"", ""RNA::IGFBP6"", ""RNA::LOC644936"", ""RNA::MAEL"", ""RNA::PDE6A"", ""RNA::RHO"", ""RNA::RPS26P11"", ""RNA::SFRP2"", ""RNA::TRIM67"", ""RNA::TSPAN14"", ""RNA::XIRP1""]",20
1,3,boruta_rf,direct,"[""RNA::AARS"", ""RNA::ACBD5"", ""RNA::ACTL6A"", ""RNA::AK2"", ""RNA::AKAP6"", ""RNA::ANXA2P1"", ""RNA::ANXA2P2"", ""RNA::ARF4"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::ATP9A"", ""RNA::BAGE2"", ""RNA::BOD1"", ""RNA::BRD7"", ""RNA::BZW1"", ""RNA::C12orf48"", ""RNA::C15orf21"", ""RNA::C2orf28"", ""RNA::C3orf38"", ""RNA::C5orf53"", ""RNA::C5orf62"", ""RNA::CA9"", ""RNA::CAPZA1"", ""RNA::CASP6"", ""RNA::CCDC109B"", ""RNA::CD151"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CHGB"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CMC1"", ""RNA::CNIH4"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::DIP2C"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DSTYK"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::ERP44"", ""RNA::FAM120AOS"", ""RNA::FAM176B"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FSTL5"", ""RNA::FTHL3"", ""RNA::FUT9"", ""RNA::GABBR1"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GNG5"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GTF2F2"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HERC2"", ""RNA::HIST1H1C"", ""RNA::HMGN5"", ""RNA::HNRNPA3P1"", ""RNA::HNRNPUL2"", ""RNA::HTATSF1"", ""RNA::KIAA0427"", ""RNA::KSR1"", ""RNA::LDHA"", ""RNA::LNPEP"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC613037"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LOC728758"", ""RNA::LOX"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LRRTM4"", ""RNA::LYPLA1"", ""RNA::MFSD2B"", ""RNA::MICAL3"", ""RNA::MPRIP"", ""RNA::MRPL36"", ""RNA::MYH6"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK""]",100
1,3,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::DOCK7"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LRRC42"", ""RNA::NACAP1""]",10
1,3,boruta_rf,highest_locking_score,"[""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::C3orf38"", ""RNA::CAPZA1"", ""RNA::CD151"", ""RNA::CLIC1"", ""RNA::DST"", ""RNA::FAM176B"", ""RNA::FAM90A7"", ""RNA::GTF2F2"", ""RNA::HIST1H1C"", ""RNA::HMGN5"", ""RNA::HNRNPUL2"", ""RNA::KSR1"", ""RNA::LOC728758"", ""RNA::MPRIP"", ""RNA::NACA2""]",17
1,3,boruta_rf,legacy_top3_medoid,"[""RNA::ACBD5"", ""RNA::AKAP6"", ""RNA::ASAP3"", ""RNA::ATP8B5P"", ""RNA::BRD7"", ""RNA::C5orf53"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::EDARADD"", ""RNA::ERP44"", ""RNA::FAM176B"", ""RNA::FTHL3"", ""RNA::FUT9"", ""RNA::GNG5"", ""RNA::GPN1"", ""RNA::GUSBL1"", ""RNA::HMGN5"", ""RNA::KSR1"", ""RNA::LRRTM4"", ""RNA::LYPLA1"", ""RNA::NACA2""]",21
1,3,boruta_rf,unrestricted_medoid,"[""RNA::AARS"", ""RNA::BAGE2"", ""RNA::C2orf28"", ""RNA::CKLF"", ""RNA::CMC1"", ""RNA::COMMD10"", ""RNA::EEF1A1P9"", ""RNA::FAM120AOS"", ""RNA::FUT9"", ""RNA::GBAP1"", ""RNA::GPX7"", ""RNA::HNRNPUL2"", ""RNA::HTATSF1"", ""RNA::KSR1"", ""RNA::LOX"", ""RNA::LRRC42"", ""RNA::LYPLA1"", ""RNA::MRPL36"", ""RNA::MYH6"", ""RNA::NADK""]",20
1,3,boruta_rf,regret_constrained_medoid,"[""RNA::ACBD5"", ""RNA::AKAP6"", ""RNA::ASAP3"", ""RNA::ATP8B5P"", ""RNA::BRD7"", ""RNA::C5orf53"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::EDARADD"", ""RNA::ERP44"", ""RNA::FAM176B"", ""RNA::FTHL3"", ""RNA::FUT9"", ""RNA::GNG5"", ""RNA::GPN1"", ""RNA::GUSBL1"", ""RNA::HMGN5"", ""RNA::KSR1"", ""RNA::LRRTM4"", ""RNA::LYPLA1"", ""RNA::NACA2""]",21
1,4,svm_l1,direct,"[""RNA::AK2"", ""RNA::ANGEL2"", ""RNA::AQP7P1"", ""RNA::ARID5B"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::BAI1"", ""RNA::BASE"", ""RNA::BFAR"", ""RNA::C15orf21"", ""RNA::C3orf48"", ""RNA::CAPZA3"", ""RNA::CARD8"", ""RNA::CDH1"", ""RNA::CHRNA7"", ""RNA::CT45A1"", ""RNA::FHL3"", ""RNA::FTHL3"", ""RNA::FYCO1"", ""RNA::G6PC2"", ""RNA::GCSH"", ""RNA::GKN1"", ""RNA::GP9"", ""RNA::GPR182"", ""RNA::HAPLN1"", ""RNA::HMGA1"", ""RNA::HNRNPA3P1"", ""RNA::ID3"", ""RNA::LCE1E"", ""RNA::LEKR1"", ""RNA::LGALS9C"", ""RNA::LIMD2"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LONRF1"", ""RNA::LRRC3"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MIA"", ""RNA::MSX2P1"", ""RNA::NACAP1"", ""RNA::NIF3L1"", ""RNA::OR1L1"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PA2G4P4"", ""RNA::PEX2"", ""RNA::PGA5"", ""RNA::PGRMC2"", ""RNA::PKHD1"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::PPIAL4C"", ""RNA::PWP1"", ""RNA::RET"", ""RNA::RGAG4"", ""RNA::RHOC"", ""RNA::RNF115"", ""RNA::SHISA3"", ""RNA::SLC16A10"", ""RNA::SNTG1"", ""RNA::ST6GAL1"", ""RNA::SUMO1P3"", ""RNA::SUSD3"", ""RNA::SYF2"", ""RNA::SYNPO2"", ""RNA::TAAR8"", ""RNA::TBC1D25"", ""RNA::THRAP3"", ""RNA::TMEM178"", ""RNA::TMX2"", ""RNA::TRIM35"", ""RNA::VWCE"", ""SCNV::AIM1L"", ""SCNV::DAB1"", ""SCNV::KIRREL2"", ""SCNV::NPHS1"", ""SCNV::PEPD"", ""SCNV::RN7SL490P"", ""SCNV::SLC7A9"", ""SCNV::SPATA21"", ""SCNV::TDRD12"", ""SCNV::ZNF683""]",86
1,4,svm_l1,rfecv_only,"[""RNA::ASAP3"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""SCNV::SLC7A9""]",6
1,4,svm_l1,highest_locking_score,"[""RNA::ATP8B5P"", ""RNA::BFAR"", ""RNA::C3orf48"", ""RNA::G6PC2"", ""RNA::GKN1"", ""RNA::LOC728643"", ""RNA::LRRC3"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PGA5"", ""RNA::PLEKHA4"", ""RNA::RHOC"", ""RNA::RNF115"", ""RNA::SYNPO2"", ""SCNV::AIM1L"", ""SCNV::PEPD""]",16
1,4,svm_l1,legacy_top3_medoid,"[""RNA::ANGEL2"", ""RNA::BFAR"", ""RNA::C15orf21"", ""RNA::CAPZA3"", ""RNA::CDH1"", ""RNA::G6PC2"", ""RNA::GPR182"", ""RNA::LRRC3"", ""RNA::MSX2P1"", ""RNA::PGA5"", ""RNA::SUSD3"", ""SCNV::SLC7A9""]",12
1,4,svm_l1,unrestricted_medoid,"[""RNA::ATP8B5P"", ""RNA::BFAR"", ""RNA::C3orf48"", ""RNA::G6PC2"", ""RNA::GKN1"", ""RNA::LOC728643"", ""RNA::LRRC3"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PGA5"", ""RNA::PLEKHA4"", ""RNA::RHOC"", ""RNA::RNF115"", ""RNA::SYNPO2"", ""SCNV::AIM1L"", ""SCNV::PEPD""]",16
1,4,svm_l1,regret_constrained_medoid,"[""RNA::ATP8B5P"", ""RNA::BFAR"", ""RNA::C3orf48"", ""RNA::G6PC2"", ""RNA::GKN1"", ""RNA::LOC728643"", ""RNA::LRRC3"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PGA5"", ""RNA::PLEKHA4"", ""RNA::RHOC"", ""RNA::RNF115"", ""RNA::SYNPO2"", ""SCNV::AIM1L"", ""SCNV::PEPD""]",16
1,4,xgboost,direct,"[""RNA::ABCC4"", ""RNA::ABCD1"", ""RNA::ACOX1"", ""RNA::ADH1B"", ""RNA::AMAC1L3"", ""RNA::ASAP3"", ""RNA::ATP2A3"", ""RNA::BFAR"", ""RNA::C10orf131"", ""RNA::C14orf182"", ""RNA::C15orf59"", ""RNA::C18orf56"", ""RNA::C1orf135"", ""RNA::C3orf38"", ""RNA::C6orf147"", ""RNA::C6orf203"", ""RNA::C6orf221"", ""RNA::CBLL1"", ""RNA::CCDC142"", ""RNA::CCDC158"", ""RNA::CD3EAP"", ""RNA::CDC42EP4"", ""RNA::CEBPA"", ""RNA::CHD1L"", ""RNA::COL6A2"", ""RNA::CYP27B1"", ""RNA::DAGLB"", ""RNA::DDHD1"", ""RNA::DRG2"", ""RNA::EEF1A1P9"", ""RNA::ERGIC3"", ""RNA::EXOC3"", ""RNA::FBXW12"", ""RNA::FGFBP2"", ""RNA::FOLH1B"", ""RNA::G6PC2"", ""RNA::GNG10"", ""RNA::GPBAR1"", ""RNA::GPR18"", ""RNA::HIST1H2BG"", ""RNA::HSPA12B"", ""RNA::LGALS7"", ""RNA::LMAN2L"", ""RNA::LMF1"", ""RNA::LOC100128573"", ""RNA::LOC100272216"", ""RNA::LOC283922"", ""RNA::LOC728323"", ""RNA::LRRC4C"", ""RNA::MBNL2"", ""RNA::MCOLN1"", ""RNA::MECP2"", ""RNA::MKRN2"", ""RNA::MMP13"", ""RNA::MRPS5"", ""RNA::MRS2"", ""RNA::MYST2"", ""RNA::NBPF3"", ""RNA::NFIA"", ""RNA::NOC2L"", ""RNA::NPHP1"", ""RNA::NUDT9"", ""RNA::OAT"", ""RNA::PCDHA1"", ""RNA::PDE9A"", ""RNA::PHYH"", ""RNA::PLEKHA4"", ""RNA::PNPLA1"", ""RNA::PPHLN1"", ""RNA::PPIAL4C"", ""RNA::PPT2"", ""RNA::RNF148"", ""RNA::SEMA4B"", ""RNA::SIAH1"", ""RNA::SLC44A3"", ""RNA::SLC6A12"", ""RNA::SNRNP40"", ""RNA::SORCS1"", ""RNA::SPDYE3"", ""RNA::SPN"", ""RNA::SRP19"", ""RNA::SUGT1L1"", ""RNA::SUMO1P3"", ""RNA::TEX9"", ""RNA::THRAP3"", ""RNA::TMEM108"", ""RNA::TMEM97"", ""RNA::TNFAIP8L2"", ""RNA::TNFRSF13C"", ""RNA::TRIM4"", ""RNA::TSKU"", ""RNA::TXLNA"", ""RNA::WLS"", ""RNA::YTHDF2"", ""RNA::ZNF721"", ""SCNV::CA6"", ""SCNV::KIAA0355"", ""SCNV::SEMA3A"", ""SCNV::ST7"", ""SCNV::ZNF296""]",100
1,4,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::BFAR"", ""RNA::C3orf38"", ""RNA::EEF1A1P9"", ""RNA::ERGIC3"", ""RNA::G6PC2"", ""RNA::LRRC4C"", ""RNA::NFIA"", ""RNA::OAT"", ""RNA::PLEKHA4"", ""RNA::PPIAL4C"", ""RNA::SNRNP40"", ""RNA::SUMO1P3"", ""RNA::THRAP3"", ""RNA::TNFAIP8L2"", ""RNA::TXLNA"", ""RNA::WLS"", ""RNA::YTHDF2"", ""SCNV::KIAA0355"", ""SCNV::SEMA3A""]",20
