outer_repeat,outer_fold,branch,method,features,feature_count
2,1,xgboost,direct,"[""RNA::ABCA17P"", ""RNA::ABCG1"", ""RNA::ABCG5"", ""RNA::AGAP1"", ""RNA::AHR"", ""RNA::AMPD1"", ""RNA::ANAPC16"", ""RNA::APOE"", ""RNA::ARL3"", ""RNA::ASAP3"", ""RNA::ASB1"", ""RNA::ATE1"", ""RNA::AZI2"", ""RNA::BFAR"", ""RNA::C12orf50"", ""RNA::C14orf102"", ""RNA::C15orf34"", ""RNA::C17orf46"", ""RNA::C1orf187"", ""RNA::C22orf15"", ""RNA::C4A"", ""RNA::CALCR"", ""RNA::CCDC58"", ""RNA::CDKN2C"", ""RNA::CLDN4"", ""RNA::CLIC6"", ""RNA::DCHS2"", ""RNA::DNALI1"", ""RNA::DPM3"", ""RNA::DPPA4"", ""RNA::DPY19L2P4"", ""RNA::EEF1A1P9"", ""RNA::EFNA2"", ""RNA::ERRFI1"", ""RNA::EYS"", ""RNA::FAM190A"", ""RNA::FASTKD2"", ""RNA::FETUB"", ""RNA::FICD"", ""RNA::FITM1"", ""RNA::FLJ34503"", ""RNA::G6PC2"", ""RNA::GATSL2"", ""RNA::GCLC"", ""RNA::GGTLC1"", ""RNA::GPR68"", ""RNA::GRIK1"", ""RNA::HDAC5"", ""RNA::HECA"", ""RNA::HERC2"", ""RNA::HIST1H1E"", ""RNA::HNRNPA3P1"", ""RNA::ICAM3"", ""RNA::ITPKA"", ""RNA::LFNG"", ""RNA::LGSN"", ""RNA::LOC341056"", ""RNA::LSM14A"", ""RNA::MAP4K1"", ""RNA::METTL9"", ""RNA::MFSD2B"", ""RNA::MGAT4B"", ""RNA::MIA"", ""RNA::MLANA"", ""RNA::MMS19"", ""RNA::MOCOS"", ""RNA::MOSPD3"", ""RNA::MS4A15"", ""RNA::MYOM2"", ""RNA::NEB"", ""RNA::NFIA"", ""RNA::NFYC"", ""RNA::NIPAL4"", ""RNA::NOP56"", ""RNA::P2RX3"", ""RNA::PCBP3"", ""RNA::PIK3R6"", ""RNA::PRKCB"", ""RNA::PRR5"", ""RNA::RAI14"", ""RNA::RNF186"", ""RNA::SEMA6A"", ""RNA::SERTAD2"", ""RNA::SFRP2"", ""RNA::SGCA"", ""RNA::SIGLEC6"", ""RNA::SIX5"", ""RNA::SLC25A3"", ""RNA::SLC30A7"", ""RNA::SLC6A1"", ""RNA::SMTNL1"", ""RNA::SNORA57"", ""RNA::SRP19"", ""RNA::SYCP2"", ""RNA::TMEM204"", ""RNA::TTC36"", ""RNA::TXNDC12"", ""RNA::VEZT"", ""RNA::ZMAT2"", ""RNA::ZXDB""]",100
2,1,xgboost,rfecv_only,"[""RNA::ABCG1"", ""RNA::ASAP3"", ""RNA::BFAR"", ""RNA::C4A"", ""RNA::CDKN2C"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::GGTLC1"", ""RNA::HDAC5"", ""RNA::HERC2"", ""RNA::HNRNPA3P1"", ""RNA::LOC341056"", ""RNA::LSM14A"", ""RNA::MFSD2B"", ""RNA::NFIA"", ""RNA::PCBP3"", ""RNA::SFRP2"", ""RNA::SLC30A7"", ""RNA::SLC6A1"", ""RNA::TXNDC12""]",20
2,1,xgboost,highest_locking_score,"[""RNA::ABCG1"", ""RNA::ABCG5"", ""RNA::ARL3"", ""RNA::CALCR"", ""RNA::FASTKD2"", ""RNA::FICD"", ""RNA::HNRNPA3P1"", ""RNA::ICAM3"", ""RNA::MIA"", ""RNA::NEB"", ""RNA::NOP56"", ""RNA::P2RX3"", ""RNA::PCBP3"", ""RNA::PIK3R6"", ""RNA::SERTAD2"", ""RNA::SGCA"", ""RNA::SIX5"", ""RNA::SLC6A1"", ""RNA::TXNDC12"", ""RNA::ZXDB""]",20
2,1,xgboost,legacy_top3_medoid,"[""RNA::ASAP3"", ""RNA::BFAR"", ""RNA::C14orf102"", ""RNA::C17orf46"", ""RNA::C4A"", ""RNA::CALCR"", ""RNA::DNALI1"", ""RNA::DPY19L2P4"", ""RNA::EEF1A1P9"", ""RNA::EYS"", ""RNA::HIST1H1E"", ""RNA::LGSN"", ""RNA::LOC341056"", ""RNA::MAP4K1"", ""RNA::MIA"", ""RNA::MS4A15"", ""RNA::SFRP2"", ""RNA::SGCA"", ""RNA::SMTNL1"", ""RNA::TXNDC12""]",20
2,1,xgboost,unrestricted_medoid,"[""RNA::ABCG1"", ""RNA::BFAR"", ""RNA::C12orf50"", ""RNA::CALCR"", ""RNA::DPPA4"", ""RNA::FETUB"", ""RNA::G6PC2"", ""RNA::GATSL2"", ""RNA::HECA"", ""RNA::LOC341056"", ""RNA::MS4A15"", ""RNA::NIPAL4"", ""RNA::PIK3R6"", ""RNA::RAI14"", ""RNA::SEMA6A"", ""RNA::SERTAD2"", ""RNA::SLC25A3"", ""RNA::SYCP2"", ""RNA::VEZT"", ""RNA::ZMAT2""]",20
2,1,xgboost,regret_constrained_medoid,"[""RNA::ABCG1"", ""RNA::BFAR"", ""RNA::C12orf50"", ""RNA::CALCR"", ""RNA::DPPA4"", ""RNA::FETUB"", ""RNA::G6PC2"", ""RNA::GATSL2"", ""RNA::HECA"", ""RNA::LOC341056"", ""RNA::MS4A15"", ""RNA::NIPAL4"", ""RNA::PIK3R6"", ""RNA::RAI14"", ""RNA::SEMA6A"", ""RNA::SERTAD2"", ""RNA::SLC25A3"", ""RNA::SYCP2"", ""RNA::VEZT"", ""RNA::ZMAT2""]",20
2,1,boruta_rf,direct,"[""RNA::AK2"", ""RNA::AKAP6"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BFAR"", ""RNA::BZW1"", ""RNA::C12orf48"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::C1orf144"", ""RNA::C22orf46"", ""RNA::C3orf38"", ""RNA::C5orf53"", ""RNA::CA9"", ""RNA::CASP6"", ""RNA::CCDC109B"", ""RNA::CDC26"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CNIH4"", ""RNA::CNN3"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DCUN1D5"", ""RNA::DDOST"", ""RNA::DEPDC1"", ""RNA::DNALI1"", ""RNA::DOCK7"", ""RNA::DPYD"", ""RNA::DST"", ""RNA::DSTYK"", ""RNA::DTX4"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::ERI1"", ""RNA::FAM136A"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GLB1"", ""RNA::GNG5"", ""RNA::GPN1"", ""RNA::GPR137C"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC1"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::HMGN5"", ""RNA::HNRNPA3P1"", ""RNA::IFNGR2"", ""RNA::IK"", ""RNA::KIAA1409"", ""RNA::KTI12"", ""RNA::LDHA"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LRRTM4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MFSD2B"", ""RNA::MLLT6"", ""RNA::MPRIP"", ""RNA::MRPL36"", ""RNA::MYO18A"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NUP37"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PMS2L2"", ""RNA::PNPLA1"", ""RNA::PNRC2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PPPDE1"", ""RNA::PRDX4"", ""RNA::PRMT6"", ""RNA::PTTG1""]",100
2,1,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::LRRTM4"", ""RNA::NACAP1""]",8
2,1,boruta_rf,highest_locking_score,"[""RNA::ANXA2P1"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::CASP6"", ""RNA::DEPDC1"", ""RNA::DOCK7"", ""RNA::DYNC1H1"", ""RNA::ERI1"", ""RNA::GNG5"", ""RNA::GUSBL1"", ""RNA::HNRNPA3P1"", ""RNA::IK"", ""RNA::LOC541471"", ""RNA::LOC728643"", ""RNA::MRPL36"", ""RNA::NPLOC4"", ""RNA::OSTC"", ""RNA::PNRC2""]",18
2,1,boruta_rf,legacy_top3_medoid,"[""RNA::ANXA2P1"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::CASP6"", ""RNA::DEPDC1"", ""RNA::DOCK7"", ""RNA::DYNC1H1"", ""RNA::ERI1"", ""RNA::GNG5"", ""RNA::GUSBL1"", ""RNA::HNRNPA3P1"", ""RNA::IK"", ""RNA::LOC541471"", ""RNA::LOC728643"", ""RNA::MRPL36"", ""RNA::NPLOC4"", ""RNA::OSTC"", ""RNA::PNRC2""]",18
2,1,boruta_rf,unrestricted_medoid,"[""RNA::BZW1"", ""RNA::C5orf53"", ""RNA::COMMD10"", ""RNA::CTCFL"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DYNC1H1"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::HDAC1"", ""RNA::LOC341056"", ""RNA::LOC728643"", ""RNA::MFSD2B"", ""RNA::MPRIP""]",15
2,1,boruta_rf,regret_constrained_medoid,"[""RNA::ANXA2P1"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::CASP6"", ""RNA::DEPDC1"", ""RNA::DOCK7"", ""RNA::DYNC1H1"", ""RNA::ERI1"", ""RNA::GNG5"", ""RNA::GUSBL1"", ""RNA::HNRNPA3P1"", ""RNA::IK"", ""RNA::LOC541471"", ""RNA::LOC728643"", ""RNA::MRPL36"", ""RNA::NPLOC4"", ""RNA::OSTC"", ""RNA::PNRC2""]",18
2,2,svm_l1,direct,"[""RNA::ADAM2"", ""RNA::ANKRD20B"", ""RNA::ARHGEF17"", ""RNA::ARID5B"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::BAI1"", ""RNA::BNIP3L"", ""RNA::C14orf143"", ""RNA::C15orf21"", ""RNA::C2orf61"", ""RNA::C3orf48"", ""RNA::CARD8"", ""RNA::CCDC34"", ""RNA::CHRDL2"", ""RNA::CHRNA7"", ""RNA::CNN3"", ""RNA::CPT2"", ""RNA::CT45A1"", ""RNA::CTSH"", ""RNA::CXCL13"", ""RNA::DDX19B"", ""RNA::EEPD1"", ""RNA::FAM180B"", ""RNA::FLJ35024"", ""RNA::FOXD3"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GPR182"", ""RNA::HIST1H2BE"", ""RNA::HLA-G"", ""RNA::HNRNPA3P1"", ""RNA::LAYN"", ""RNA::LEKR1"", ""RNA::LOC100129034"", ""RNA::LOC151162"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::LRRC3"", ""RNA::LSM14A"", ""RNA::MAD2L2"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MIA"", ""RNA::MSX2P1"", ""RNA::MYH6"", ""RNA::MYOZ2"", ""RNA::NACAP1"", ""RNA::NCRNA00169"", ""RNA::NECAP2"", ""RNA::OR1L1"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PGA5"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::POLR2C"", ""RNA::PPIAL4C"", ""RNA::RET"", ""RNA::SPATS2"", ""RNA::SUMO1P3"", ""RNA::SUN3"", ""RNA::SUSD3"", ""RNA::SYF2"", ""RNA::TAAR8"", ""RNA::TAC4"", ""RNA::TBC1D25"", ""RNA::TCHH"", ""RNA::THAP8"", ""RNA::THRAP3"", ""RNA::TRIM35"", ""RNA::TXNDC12"", ""RNA::VASH2"", ""RNA::WLS"", ""RNA::ZNRF4"", ""SCNV::DAB1"", ""SCNV::KCTD15"", ""SCNV::LINC00662""]",79
2,2,svm_l1,rfecv_only,"[""RNA::ASAP3"", ""RNA::CNN3"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::LOC100129034"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::LSM14A"", ""RNA::NACAP1"", ""RNA::PLEKHA4"", ""RNA::PPIAL4C"", ""RNA::SUMO1P3"", ""RNA::SYF2"", ""RNA::TXNDC12""]",15
2,2,svm_l1,highest_locking_score,"[""RNA::ANKRD20B"", ""RNA::BNIP3L"", ""RNA::C14orf143"", ""RNA::C2orf61"", ""RNA::CARD8"", ""RNA::CHRDL2"", ""RNA::EEPD1"", ""RNA::HNRNPA3P1"", ""RNA::LAYN"", ""RNA::LEKR1"", ""RNA::MYH6"", ""RNA::NCRNA00169"", ""RNA::OR1L1"", ""RNA::TBC1D25"", ""RNA::THAP8""]",15
2,2,svm_l1,legacy_top3_medoid,"[""RNA::ANKRD20B"", ""RNA::BNIP3L"", ""RNA::C14orf143"", ""RNA::C2orf61"", ""RNA::CARD8"", ""RNA::CHRDL2"", ""RNA::EEPD1"", ""RNA::HNRNPA3P1"", ""RNA::LAYN"", ""RNA::LEKR1"", ""RNA::MYH6"", ""RNA::NCRNA00169"", ""RNA::OR1L1"", ""RNA::TBC1D25"", ""RNA::THAP8""]",15
2,2,svm_l1,unrestricted_medoid,"[""RNA::C2orf61"", ""RNA::CARD8"", ""RNA::CNN3"", ""RNA::EEPD1"", ""RNA::FAM180B"", ""RNA::FLJ35024"", ""RNA::GPR182"", ""RNA::HLA-G"", ""RNA::LAYN"", ""RNA::LOC100129034"", ""RNA::LRRC3"", ""RNA::MAD2L2"", ""RNA::NACAP1"", ""RNA::PMP2"", ""RNA::SUMO1P3""]",15
2,2,svm_l1,regret_constrained_medoid,"[""RNA::ANKRD20B"", ""RNA::BNIP3L"", ""RNA::C14orf143"", ""RNA::C2orf61"", ""RNA::CARD8"", ""RNA::CHRDL2"", ""RNA::EEPD1"", ""RNA::HNRNPA3P1"", ""RNA::LAYN"", ""RNA::LEKR1"", ""RNA::MYH6"", ""RNA::NCRNA00169"", ""RNA::OR1L1"", ""RNA::TBC1D25"", ""RNA::THAP8""]",15
2,2,xgboost,direct,"[""RNA::ABHD5"", ""RNA::AKAP7"", ""RNA::ALDH18A1"", ""RNA::ANKRD39"", ""RNA::ANP32D"", ""RNA::AOC2"", ""RNA::ARHGEF15"", ""RNA::ARHGEF18"", ""RNA::ARHGEF35"", ""RNA::ARSK"", ""RNA::ASAP3"", ""RNA::ATP7B"", ""RNA::ATP8B5P"", ""RNA::B3GNT7"", ""RNA::BAX"", ""RNA::BCKDHA"", ""RNA::BTF3L4"", ""RNA::C11orf65"", ""RNA::C12orf65"", ""RNA::C15orf38"", ""RNA::C19orf42"", ""RNA::C19orf52"", ""RNA::C1orf55"", ""RNA::C9orf78"", ""RNA::CBLL1"", ""RNA::CCDC72"", ""RNA::CCL1"", ""RNA::CEBPG"", ""RNA::CHRNA7"", ""RNA::CHTF8"", ""RNA::CKLF"", ""RNA::CNN3"", ""RNA::CT45A1"", ""RNA::CTAGE4"", ""RNA::DAG1"", ""RNA::DBNDD2"", ""RNA::DDAH1"", ""RNA::DIAPH2"", ""RNA::DNAJC5B"", ""RNA::EEF1A1P9"", ""RNA::EXOC3"", ""RNA::FAF2"", ""RNA::FAM133A"", ""RNA::FAM155B"", ""RNA::FAM24B"", ""RNA::FANCF"", ""RNA::FUK"", ""RNA::GAB2"", ""RNA::GBP7"", ""RNA::GFI1B"", ""RNA::GHDC"", ""RNA::GTF3C2"", ""RNA::HAX1"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::HNRNPA3P1"", ""RNA::HOXB7"", ""RNA::IFT140"", ""RNA::KDELR1"", ""RNA::KIAA0649"", ""RNA::KIAA0664"", ""RNA::LOC100133612"", ""RNA::LOC442459"", ""RNA::LOC647121"", ""RNA::LOC647288"", ""RNA::LOC92659"", ""RNA::MTX1"", ""RNA::NFIA"", ""RNA::NPAT"", ""RNA::NR2E1"", ""RNA::PAPPA2"", ""RNA::PARK7"", ""RNA::PDHA1"", ""RNA::PL-5283"", ""RNA::PLTP"", ""RNA::PMPCB"", ""RNA::PUSL1"", ""RNA::RAPGEF5"", ""RNA::RXFP3"", ""RNA::S100PBP"", ""RNA::SCARNA9L"", ""RNA::SEPHS2"", ""RNA::SRF"", ""RNA::STAG3L1"", ""RNA::TCF4"", ""RNA::THRAP3"", ""RNA::TOX"", ""RNA::TP53I3"", ""RNA::TRIM10"", ""RNA::TTC5"", ""RNA::TXLNA"", ""RNA::UPB1"", ""RNA::UPF1"", ""RNA::VEGFA"", ""RNA::VNN2"", ""RNA::VPS52"", ""RNA::YLPM1"", ""RNA::ZNF443"", ""RNA::ZNF619"", ""SCNV::RELN""]",100
2,2,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::ATP8B5P"", ""RNA::CKLF"", ""RNA::CNN3"", ""RNA::EEF1A1P9"", ""RNA::GTF3C2"", ""RNA::HERC2"", ""RNA::HNRNPA3P1"", ""RNA::HOXB7"", ""RNA::KDELR1"", ""RNA::KIAA0649"", ""RNA::MTX1"", ""RNA::NFIA"", ""RNA::PUSL1"", ""RNA::S100PBP"", ""RNA::SEPHS2"", ""RNA::THRAP3"", ""RNA::TXLNA"", ""RNA::VEGFA""]",19
2,2,xgboost,highest_locking_score,"[""RNA::ARHGEF15"", ""RNA::ATP8B5P"", ""RNA::BAX"", ""RNA::BTF3L4"", ""RNA::C19orf52"", ""RNA::C9orf78"", ""RNA::CEBPG"", ""RNA::CT45A1"", ""RNA::FAF2"", ""RNA::GAB2"", ""RNA::GBP7"", ""RNA::HAX1"", ""RNA::HERC2"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0649"", ""RNA::LOC442459"", ""RNA::NFIA"", ""RNA::PDHA1"", ""RNA::ZNF619""]",19
2,2,xgboost,legacy_top3_medoid,"[""RNA::ABHD5"", ""RNA::AOC2"", ""RNA::ARSK"", ""RNA::ATP7B"", ""RNA::CCL1"", ""RNA::CNN3"", ""RNA::CTAGE4"", ""RNA::DNAJC5B"", ""RNA::FAF2"", ""RNA::FAM155B"", ""RNA::GBP7"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::PAPPA2"", ""RNA::PLTP"", ""RNA::THRAP3"", ""RNA::TP53I3"", ""RNA::TRIM10"", ""RNA::UPB1"", ""RNA::ZNF443""]",20
2,2,xgboost,unrestricted_medoid,"[""RNA::ABHD5"", ""RNA::AOC2"", ""RNA::ARSK"", ""RNA::ATP7B"", ""RNA::CCL1"", ""RNA::CNN3"", ""RNA::CTAGE4"", ""RNA::DNAJC5B"", ""RNA::FAF2"", ""RNA::FAM155B"", ""RNA::GBP7"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::PAPPA2"", ""RNA::PLTP"", ""RNA::THRAP3"", ""RNA::TP53I3"", ""RNA::TRIM10"", ""RNA::UPB1"", ""RNA::ZNF443""]",20
2,2,xgboost,regret_constrained_medoid,"[""RNA::ABHD5"", ""RNA::AOC2"", ""RNA::ARSK"", ""RNA::ATP7B"", ""RNA::CCL1"", ""RNA::CNN3"", ""RNA::CTAGE4"", ""RNA::DNAJC5B"", ""RNA::FAF2"", ""RNA::FAM155B"", ""RNA::GBP7"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::PAPPA2"", ""RNA::PLTP"", ""RNA::THRAP3"", ""RNA::TP53I3"", ""RNA::TRIM10"", ""RNA::UPB1"", ""RNA::ZNF443""]",20
2,2,boruta_rf,direct,"[""RNA::ACTL6A"", ""RNA::AK2"", ""RNA::AKAP6"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BRD7"", ""RNA::BZW1"", ""RNA::C12orf51"", ""RNA::C14orf147"", ""RNA::C15orf21"", ""RNA::C1orf144"", ""RNA::CASP4"", ""RNA::CASP6"", ""RNA::CCDC109B"", ""RNA::CD58"", ""RNA::CDC26"", ""RNA::CDKN3"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CNN3"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::DNALI1"", ""RNA::DOCK7"", ""RNA::DPYD"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC1"", ""RNA::HMGN5"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0427"", ""RNA::KIF3A"", ""RNA::KTI12"", ""RNA::LDHA"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC645332"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LRRTM4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MAGOH"", ""RNA::MFSD2B"", ""RNA::MICAL3"", ""RNA::MPRIP"", ""RNA::MTX1"", ""RNA::MUM1L1"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::NUP37"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PAIP1"", ""RNA::PDPN"", ""RNA::PIP4K2B"", ""RNA::PMS2L2"", ""RNA::PNPLA1"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PRDX4"", ""RNA::RAB42"", ""RNA::RAB6C"", ""RNA::RAP1B"", ""RNA::RHOC"", ""RNA::RPF1"", ""RNA::RPL12"", ""RNA::RPL13AP3"", ""RNA::RPL17"", ""RNA::RPL23P8"", ""RNA::RUSC2"", ""RNA::SBF1"", ""RNA::SF3A3""]",100
2,2,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::DOCK7"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::NFIA"", ""RNA::RPL13AP3""]",10
2,2,boruta_rf,highest_locking_score,"[""RNA::AKAP6"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::FAM90A7"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPX7"", ""RNA::HNRNPA3P1"", ""RNA::LDHA"", ""RNA::LRRC37A4"", ""RNA::LSM14A"", ""RNA::NUP37"", ""RNA::RHOC"", ""RNA::SBF1""]",17
2,2,boruta_rf,legacy_top3_medoid,"[""RNA::ASAP3"", ""RNA::DPYD"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0427"", ""RNA::KIF3A"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LSM14A"", ""RNA::MICAL3"", ""RNA::MPRIP"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PAIP1"", ""RNA::PPIAL4C"", ""RNA::RAB42"", ""RNA::RPL13AP3""]",22
2,2,boruta_rf,unrestricted_medoid,"[""RNA::ASAP3"", ""RNA::DPYD"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::KIAA0427"", ""RNA::KIF3A"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LSM14A"", ""RNA::MICAL3"", ""RNA::MPRIP"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PAIP1"", ""RNA::PPIAL4C"", ""RNA::RAB42"", ""RNA::RPL13AP3""]",22
2,2,boruta_rf,regret_constrained_medoid,"[""RNA::AKAP6"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::FAM90A7"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPX7"", ""RNA::HNRNPA3P1"", ""RNA::LDHA"", ""RNA::LRRC37A4"", ""RNA::LSM14A"", ""RNA::NUP37"", ""RNA::RHOC"", ""RNA::SBF1""]",17
2,3,svm_l1,direct,"[""RNA::ABCG1"", ""RNA::AGPAT4"", ""RNA::AK2"", ""RNA::AMZ2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C15orf21"", ""RNA::C19orf61"", ""RNA::C2orf67"", ""RNA::C3orf48"", ""RNA::C4A"", ""RNA::CA9"", ""RNA::CARD8"", ""RNA::CD151"", ""RNA::CDK11B"", ""RNA::CDKL1"", ""RNA::CHRNA7"", ""RNA::CT45A1"", ""RNA::EEPD1"", ""RNA::EML5"", ""RNA::FAM159A"", ""RNA::FOXD3"", ""RNA::FTHL3"", ""RNA::GAPT"", ""RNA::GBP7"", ""RNA::GCSH"", ""RNA::GLUD1"", ""RNA::GMDS"", ""RNA::HECA"", ""RNA::HIST1H2BE"", ""RNA::HNRNPA3P1"", ""RNA::HSPC072"", ""RNA::HTN3"", ""RNA::KLHL4"", ""RNA::LEKR1"", ""RNA::LHX5"", ""RNA::LIMD2"", ""RNA::LOC100129034"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::LONRF1"", ""RNA::LSM14A"", ""RNA::MCM6"", ""RNA::MFN2"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MIA"", ""RNA::MSX2"", ""RNA::MSX2P1"", ""RNA::MYOZ2"", ""RNA::NACAP1"", ""RNA::NCF1C"", ""RNA::NEU2"", ""RNA::NIF3L1"", ""RNA::NUDT3"", ""RNA::OR11G2"", ""RNA::OR4D11"", ""RNA::OR8D1"", ""RNA::PA2G4P4"", ""RNA::PAFAH2"", ""RNA::PDZD9"", ""RNA::PLEKHA2"", ""RNA::PLEKHA4"", ""RNA::PPIAL4C"", ""RNA::PPP2R5A"", ""RNA::PRAM1"", ""RNA::PRRG2"", ""RNA::RAN"", ""RNA::RGAG4"", ""RNA::SCN7A"", ""RNA::SFRS4"", ""RNA::SLC47A1"", ""RNA::SLCO1A2"", ""RNA::SRXN1"", ""RNA::ST6GAL1"", ""RNA::SUMO1P3"", ""RNA::SUN3"", ""RNA::SUSD3"", ""RNA::TAS1R1"", ""RNA::THRAP3"", ""RNA::TMEM18"", ""RNA::TMX2"", ""RNA::TRIM35"", ""RNA::TRIM48"", ""SCNV::DAB1"", ""SCNV::GPR42"", ""SCNV::KCTD15"", ""SCNV::PEX14""]",90
