branch,method,metric,estimate,ci_low,ci_high,participants
boruta_rf,legacy_top3_medoid,macro_auprc,0.6606500529535901,0.6362363281135749,0.6915117100428553,491
boruta_rf,legacy_top3_medoid,balanced_accuracy,0.6520584661861527,0.625384055472551,0.6791132347951248,491
boruta_rf,legacy_top3_medoid,accuracy,0.6283095723014256,0.5957230142566192,0.6608961303462322,491
boruta_rf,legacy_top3_medoid,macro_f1,0.6412056896581546,0.6133692653272494,0.6687397571898496,491
boruta_rf,unrestricted_medoid,macro_ovr_auroc,0.8320082244479352,0.811131647882449,0.8503674515944055,491
boruta_rf,unrestricted_medoid,macro_auprc,0.6636210511044243,0.6379331525159846,0.6963357964361451,491
boruta_rf,unrestricted_medoid,balanced_accuracy,0.6655811318896021,0.6386136103677191,0.6899354240891852,491
boruta_rf,unrestricted_medoid,accuracy,0.6435845213849287,0.6120162932790224,0.6731160896130346,491
boruta_rf,unrestricted_medoid,macro_f1,0.6532783398635758,0.6254944477072027,0.6788311554903322,491
boruta_rf,regret_constrained_medoid,macro_ovr_auroc,0.8277050189627633,0.807159849047763,0.8466094443638977,491
boruta_rf,regret_constrained_medoid,macro_auprc,0.660643254259105,0.6376852238174512,0.6914515671135599,491
boruta_rf,regret_constrained_medoid,balanced_accuracy,0.6503802244952688,0.6237778429956053,0.6774146136733051,491
boruta_rf,regret_constrained_medoid,accuracy,0.6262729124236253,0.5946792260692464,0.6578665987780039,491
boruta_rf,regret_constrained_medoid,macro_f1,0.6373786741694603,0.6103302503434126,0.6642938771281114,491
