dataset,branch,center,cap,condition,sensitivity_tolerance_mode,sensitivity_regret_tolerance,run_id,feature_count,locking_score,fold_locking_scores,score_sd,score_se,absolute_regret,relative_regret,eligible,eligibility_reason,fallback_added,pairwise_jaccard,mean_jaccard,selected,tie_break_path,strategy,tolerance_mode,regret_tolerance,eligibility_threshold,minimum_pool_size,locking_metric,seeds,software_version,configuration_hash
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.0,1,11,0.7920995670995671,"[0.8398268398268398, 0.8593073593073592, 0.8246753246753247, 0.7207792207792207, 0.7159090909090908]",0.06846082883381094,0.030616613413675782,0.025064935064935123,0.030673059094641554,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.0,2,14,0.8025757575757575,"[0.854978354978355, 0.8874458874458875, 0.8528138528138528, 0.7835497835497836, 0.634090909090909]",0.10151597069976571,0.0453993222573106,0.014588744588744706,0.017852885863375238,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.0,3,11,0.7937445887445888,"[0.8506493506493507, 0.8636363636363636, 0.8398268398268399, 0.7532467532467533, 0.6613636363636364]",0.08574872772097779,0.03834799683364539,0.023419913419913452,0.028659974041798042,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.0,4,10,0.8171645021645022,"[0.8419913419913421, 0.8636363636363636, 0.8376623376623377, 0.7857142857142857, 0.7568181818181818]",0.044235058603583746,0.019782519605260035,0.0,0.0,True,absolute_regret_within_tolerance,False,{},1.0,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.0,5,12,0.7824675324675325,"[0.8679653679653679, 0.8874458874458875, 0.7878787878787878, 0.7099567099567099, 0.6590909090909091]",0.09853835186225143,0.04406769063095744,0.03469696969696967,0.042460201838264475,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.005,1,11,0.7920995670995671,"[0.8398268398268398, 0.8593073593073592, 0.8246753246753247, 0.7207792207792207, 0.7159090909090908]",0.06846082883381094,0.030616613413675782,0.025064935064935123,0.030673059094641554,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.005,2,14,0.8025757575757575,"[0.854978354978355, 0.8874458874458875, 0.8528138528138528, 0.7835497835497836, 0.634090909090909]",0.10151597069976571,0.0453993222573106,0.014588744588744706,0.017852885863375238,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.005,3,11,0.7937445887445888,"[0.8506493506493507, 0.8636363636363636, 0.8398268398268399, 0.7532467532467533, 0.6613636363636364]",0.08574872772097779,0.03834799683364539,0.023419913419913452,0.028659974041798042,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.005,4,10,0.8171645021645022,"[0.8419913419913421, 0.8636363636363636, 0.8376623376623377, 0.7857142857142857, 0.7568181818181818]",0.044235058603583746,0.019782519605260035,0.0,0.0,True,absolute_regret_within_tolerance,False,{},1.0,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.005,5,12,0.7824675324675325,"[0.8679653679653679, 0.8874458874458875, 0.7878787878787878, 0.7099567099567099, 0.6590909090909091]",0.09853835186225143,0.04406769063095744,0.03469696969696967,0.042460201838264475,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.01,1,11,0.7920995670995671,"[0.8398268398268398, 0.8593073593073592, 0.8246753246753247, 0.7207792207792207, 0.7159090909090908]",0.06846082883381094,0.030616613413675782,0.025064935064935123,0.030673059094641554,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.01,2,14,0.8025757575757575,"[0.854978354978355, 0.8874458874458875, 0.8528138528138528, 0.7835497835497836, 0.634090909090909]",0.10151597069976571,0.0453993222573106,0.014588744588744706,0.017852885863375238,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.01,3,11,0.7937445887445888,"[0.8506493506493507, 0.8636363636363636, 0.8398268398268399, 0.7532467532467533, 0.6613636363636364]",0.08574872772097779,0.03834799683364539,0.023419913419913452,0.028659974041798042,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.01,4,10,0.8171645021645022,"[0.8419913419913421, 0.8636363636363636, 0.8376623376623377, 0.7857142857142857, 0.7568181818181818]",0.044235058603583746,0.019782519605260035,0.0,0.0,True,absolute_regret_within_tolerance,False,{},1.0,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.01,5,12,0.7824675324675325,"[0.8679653679653679, 0.8874458874458875, 0.7878787878787878, 0.7099567099567099, 0.6590909090909091]",0.09853835186225143,0.04406769063095744,0.03469696969696967,0.042460201838264475,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.02,1,11,0.7920995670995671,"[0.8398268398268398, 0.8593073593073592, 0.8246753246753247, 0.7207792207792207, 0.7159090909090908]",0.06846082883381094,0.030616613413675782,0.025064935064935123,0.030673059094641554,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.02,0.02,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,3a890f73a627a7affe8778a206d1f8fe197a457b514add9d790e12bba5360609
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.02,2,14,0.8025757575757575,"[0.854978354978355, 0.8874458874458875, 0.8528138528138528, 0.7835497835497836, 0.634090909090909]",0.10151597069976571,0.0453993222573106,0.014588744588744706,0.017852885863375238,True,absolute_regret_within_tolerance,False,"{""4"": 0.6}",0.6,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.02,0.02,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,3a890f73a627a7affe8778a206d1f8fe197a457b514add9d790e12bba5360609
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.02,3,11,0.7937445887445888,"[0.8506493506493507, 0.8636363636363636, 0.8398268398268399, 0.7532467532467533, 0.6613636363636364]",0.08574872772097779,0.03834799683364539,0.023419913419913452,0.028659974041798042,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.02,0.02,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,3a890f73a627a7affe8778a206d1f8fe197a457b514add9d790e12bba5360609
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.02,4,10,0.8171645021645022,"[0.8419913419913421, 0.8636363636363636, 0.8376623376623377, 0.7857142857142857, 0.7568181818181818]",0.044235058603583746,0.019782519605260035,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""2"": 0.6}",0.6,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.02,0.02,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,3a890f73a627a7affe8778a206d1f8fe197a457b514add9d790e12bba5360609
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,absolute,0.02,5,12,0.7824675324675325,"[0.8679653679653679, 0.8874458874458875, 0.7878787878787878, 0.7099567099567099, 0.6590909090909091]",0.09853835186225143,0.04406769063095744,0.03469696969696967,0.042460201838264475,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.02,0.02,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,3a890f73a627a7affe8778a206d1f8fe197a457b514add9d790e12bba5360609
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,best_run_se_scaled,best_run_score_se,1,11,0.7920995670995671,"[0.8398268398268398, 0.8593073593073592, 0.8246753246753247, 0.7207792207792207, 0.7159090909090908]",0.06846082883381094,0.030616613413675782,0.025064935064935123,0.030673059094641554,False,absolute_regret_exceeds_best_run_se_scaled_threshold,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,best_run_se_scaled,0.0,0.019782519605260035,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,23bc1fa711668db6643587d66fb26492a2a5697658efe332d00adc4a793dd99b
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,best_run_se_scaled,best_run_score_se,2,14,0.8025757575757575,"[0.854978354978355, 0.8874458874458875, 0.8528138528138528, 0.7835497835497836, 0.634090909090909]",0.10151597069976571,0.0453993222573106,0.014588744588744706,0.017852885863375238,True,absolute_regret_within_best_run_se_scaled_threshold,False,"{""4"": 0.6}",0.6,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,best_run_se_scaled,0.0,0.019782519605260035,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,23bc1fa711668db6643587d66fb26492a2a5697658efe332d00adc4a793dd99b
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,best_run_se_scaled,best_run_score_se,3,11,0.7937445887445888,"[0.8506493506493507, 0.8636363636363636, 0.8398268398268399, 0.7532467532467533, 0.6613636363636364]",0.08574872772097779,0.03834799683364539,0.023419913419913452,0.028659974041798042,False,absolute_regret_exceeds_best_run_se_scaled_threshold,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,best_run_se_scaled,0.0,0.019782519605260035,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,23bc1fa711668db6643587d66fb26492a2a5697658efe332d00adc4a793dd99b
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,best_run_se_scaled,best_run_score_se,4,10,0.8171645021645022,"[0.8419913419913421, 0.8636363636363636, 0.8376623376623377, 0.7857142857142857, 0.7568181818181818]",0.044235058603583746,0.019782519605260035,0.0,0.0,True,absolute_regret_within_best_run_se_scaled_threshold,False,"{""2"": 0.6}",0.6,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,best_run_se_scaled,0.0,0.019782519605260035,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,23bc1fa711668db6643587d66fb26492a2a5697658efe332d00adc4a793dd99b
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,no_penalty,best_run_se_scaled,best_run_score_se,5,12,0.7824675324675325,"[0.8679653679653679, 0.8874458874458875, 0.7878787878787878, 0.7099567099567099, 0.6590909090909091]",0.09853835186225143,0.04406769063095744,0.03469696969696967,0.042460201838264475,False,absolute_regret_exceeds_best_run_se_scaled_threshold,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,best_run_se_scaled,0.0,0.019782519605260035,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,23bc1fa711668db6643587d66fb26492a2a5697658efe332d00adc4a793dd99b
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.0,1,9,0.8050865800865802,"[0.8268398268398269, 0.8268398268398268, 0.8766233766233765, 0.7337662337662338, 0.7613636363636364]",0.05714500930618554,0.02555602507669779,0.009588744588744591,0.011770019660980924,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.0,2,9,0.7985064935064935,"[0.7683982683982684, 0.8484848484848485, 0.8917748917748918, 0.8225108225108224, 0.6613636363636364]",0.08872387837740858,0.039678524655861865,0.016168831168831277,0.019846963175514237,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.0,3,9,0.7925757575757576,"[0.8333333333333334, 0.8138528138528139, 0.8203463203463203, 0.8203463203463204, 0.675]",0.0661066566015715,0.02956379558526982,0.022099567099567174,0.027126839895850026,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.0,4,9,0.8005844155844155,"[0.8311688311688311, 0.8073593073593074, 0.8809523809523809, 0.7857142857142857, 0.6977272727272728]",0.06752967512819352,0.030200188817023507,0.014090909090909265,0.017296349434082786,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.0,5,9,0.8146753246753248,"[0.8333333333333334, 0.8896103896103895, 0.8376623376623378, 0.7445887445887446, 0.7681818181818182]",0.05823564815528406,0.026043773597795077,0.0,0.0,True,absolute_regret_within_tolerance,False,{},1.0,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.0,0.0,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,714df5e308bd6b15a73f564440f993753709414b384e0a760ee011e3b1cd4306
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.005,1,9,0.8050865800865802,"[0.8268398268398269, 0.8268398268398268, 0.8766233766233765, 0.7337662337662338, 0.7613636363636364]",0.05714500930618554,0.02555602507669779,0.009588744588744591,0.011770019660980924,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.005,2,9,0.7985064935064935,"[0.7683982683982684, 0.8484848484848485, 0.8917748917748918, 0.8225108225108224, 0.6613636363636364]",0.08872387837740858,0.039678524655861865,0.016168831168831277,0.019846963175514237,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.005,3,9,0.7925757575757576,"[0.8333333333333334, 0.8138528138528139, 0.8203463203463203, 0.8203463203463204, 0.675]",0.0661066566015715,0.02956379558526982,0.022099567099567174,0.027126839895850026,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.005,4,9,0.8005844155844155,"[0.8311688311688311, 0.8073593073593074, 0.8809523809523809, 0.7857142857142857, 0.6977272727272728]",0.06752967512819352,0.030200188817023507,0.014090909090909265,0.017296349434082786,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.005,5,9,0.8146753246753248,"[0.8333333333333334, 0.8896103896103895, 0.8376623376623378, 0.7445887445887446, 0.7681818181818182]",0.05823564815528406,0.026043773597795077,0.0,0.0,True,absolute_regret_within_tolerance,False,{},1.0,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.005,0.005,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,4e908b219c8f9a4bac0d46493dc949d9d1a4d2fe54ad85cc2c6b0689981bb112
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.01,1,9,0.8050865800865802,"[0.8268398268398269, 0.8268398268398268, 0.8766233766233765, 0.7337662337662338, 0.7613636363636364]",0.05714500930618554,0.02555602507669779,0.009588744588744591,0.011770019660980924,True,absolute_regret_within_tolerance,False,"{""5"": 0.5}",0.5,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 43}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.01,2,9,0.7985064935064935,"[0.7683982683982684, 0.8484848484848485, 0.8917748917748918, 0.8225108225108224, 0.6613636363636364]",0.08872387837740858,0.039678524655861865,0.016168831168831277,0.019846963175514237,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 44}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.01,3,9,0.7925757575757576,"[0.8333333333333334, 0.8138528138528139, 0.8203463203463203, 0.8203463203463204, 0.675]",0.0661066566015715,0.02956379558526982,0.022099567099567174,0.027126839895850026,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 45}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.01,4,9,0.8005844155844155,"[0.8311688311688311, 0.8073593073593074, 0.8809523809523809, 0.7857142857142857, 0.6977272727272728]",0.06752967512819352,0.030200188817023507,0.014090909090909265,0.017296349434082786,False,absolute_regret_exceeds_tolerance,False,{},,False,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 46}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
CGGA,boruta_rf,CGGA fixed development/held-out split,not_applicable,penalty,absolute,0.01,5,9,0.8146753246753248,"[0.8333333333333334, 0.8896103896103895, 0.8376623376623378, 0.7445887445887446, 0.7681818181818182]",0.05823564815528406,0.026043773597795077,0.0,0.0,True,absolute_regret_within_tolerance,False,"{""1"": 0.5}",0.5,True,mean_jaccard > higher_locking_score > smaller_feature_count > lower_run_id,regret_constrained_medoid,absolute,0.01,0.01,1,roc_auc,"{""candidate_run_seed_rule"": ""42 + run_id"", ""locking_cv_seed"": 42, ""run_seed"": 47}",0.1.0,fc7ecf42f2f6bc78103fc40ba8ca18b6eb47c749c186b0d1cd0b7c39fdb7ba77
